locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0
R7A2020_01465,0.068,0.117,0.056,0.053,0.055,0.056,0.098,0.04,0.05,0.042
R7A2020_01470,0.082,0.124,0.068,0.053,0.071,0.063,0.113,0.056,0.063,0.051
R7A2020_01475,0.116,0.162,0.071,0.078,0.072,0.108,0.168,0.079,0.076,0.083
R7A2020_01480,0.094,0.142,0.073,0.077,0.064,0.064,0.128,0.064,0.051,0.054
R7A2020_01485,0.06,0.099,0.052,0.045,0.048,0.074,0.115,0.048,0.054,0.058
R7A2020_01490,0.108,0.152,0.091,0.07,0.064,0.091,0.162,0.091,0.074,0.071
R7A2020_01495,0.08,0.114,0.065,0.06,0.054,0.086,0.113,0.055,0.058,0.045
R7A2020_01500,0.092,0.1,0.069,0.023,0.062,0.069,0.138,0.077,0.054,0.092
R7A2020_01505,0.067,0.114,0.055,0.052,0.055,0.061,0.114,0.056,0.059,0.048
R7A2020_01510,0.083,0.124,0.063,0.06,0.056,0.089,0.137,0.074,0.058,0.052
R7A2020_01515,0.07,0.115,0.056,0.066,0.045,0.052,0.122,0.062,0.06,0.058
R7A2020_01520,0.077,0.117,0.064,0.056,0.053,0.074,0.121,0.058,0.06,0.052
R7A2020_01525,0,0,0,0,0,0,0,0,0,0
R7A2020_01530,0.083,0.113,0.063,0.058,0.046,0.084,0.128,0.082,0.069,0.056
R7A2020_01535,0.068,0.107,0.056,0.061,0.052,0.077,0.115,0.059,0.072,0.056
R7A2020_01540,0.074,0.118,0.066,0.047,0.061,0.091,0.124,0.069,0.074,0.041
R7A2020_01545,0.067,0.103,0.051,0.056,0.047,0.074,0.115,0.053,0.064,0.045
R7A2020_01550,0.026,0.063,0.031,0.031,0.026,0.047,0.052,0.026,0.026,0.031
R7A2020_01555,0.053,0.092,0.04,0.037,0.032,0.04,0.082,0.039,0.04,0.036
R7A2020_01560,0.047,0.078,0.023,0.039,0.031,0.055,0.078,0.016,0.039,0.039
R7A2020_01565,0.034,0.05,0.021,0.017,0.02,0.028,0.049,0.026,0.011,0.023
R7A2020_01570,0.055,0.093,0.05,0.042,0.038,0.059,0.102,0.052,0.05,0.035
R7A2020_01575,0.082,0.132,0.064,0.063,0.064,0.094,0.136,0.068,0.073,0.063
R7A2020_01580,0.086,0.133,0.069,0.065,0.058,0.077,0.116,0.047,0.062,0.054
R7A2020_01585,0.065,0.125,0.067,0.06,0.071,0.067,0.123,0.069,0.067,0.046
R7A2020_01590,0.126,0.2,0.13,0.105,0.109,0.14,0.228,0.105,0.122,0.109
R7A2020_01595,0.044,0.12,0.06,0.052,0.084,0.064,0.108,0.04,0.052,0.072
R7A2020_01600,0.08,0.17,0.087,0.077,0.115,0.09,0.185,0.072,0.076,0.129
R7A2020_01605,0.068,0.128,0.058,0.075,0.065,0.076,0.124,0.063,0.061,0.07
R7A2020_01610,0.069,0.113,0.072,0.044,0.053,0.091,0.113,0.053,0.053,0.066
R7A2020_01615,0.056,0.131,0.064,0.057,0.09,0.057,0.133,0.051,0.058,0.097
R7A2020_01620,0.058,0.1,0.05,0.038,0.044,0.055,0.106,0.049,0.044,0.042
R7A2020_01625,0.047,0.106,0.059,0.047,0.044,0.065,0.094,0.035,0.05,0.056
R7A2020_01630,0.064,0.118,0.06,0.05,0.058,0.064,0.108,0.038,0.05,0.04
R7A2020_01635,0.092,0.14,0.087,0.063,0.059,0.094,0.173,0.08,0.087,0.073
R7A2020_01640,0.115,0.153,0.091,0.072,0.069,0.13,0.186,0.113,0.086,0.079
R7A2020_01645,0.086,0.129,0.072,0.056,0.074,0.082,0.126,0.06,0.061,0.058
R7A2020_01650,0.069,0.089,0.037,0.043,0.04,0.052,0.124,0.063,0.049,0.052
R7A2020_01655,0.094,0.143,0.071,0.065,0.063,0.096,0.141,0.065,0.067,0.059
R7A2020_01660,0.057,0.085,0.047,0.045,0.037,0.08,0.092,0.045,0.04,0.04
R7A2020_01665,0.038,0.059,0.028,0.016,0.024,0.04,0.053,0.024,0.029,0.012
R7A2020_01670,0.033,0.051,0.028,0.018,0.012,0.038,0.063,0.026,0.03,0.033
R7A2020_01675,0.059,0.134,0.081,0.054,0.048,0.054,0.091,0.027,0.048,0.038
R7A2020_01680,0.057,0.096,0.055,0.047,0.036,0.063,0.094,0.047,0.04,0.027
R7A2020_01685,0.049,0.082,0.039,0.033,0.033,0.059,0.077,0.036,0.039,0.023
R7A2020_01690,0.082,0.139,0.054,0.068,0.073,0.084,0.117,0.057,0.063,0.043
R7A2020_01695,0.075,0.127,0.054,0.041,0.073,0.078,0.13,0.049,0.078,0.057
R7A2020_01700,0.095,0.144,0.077,0.059,0.082,0.088,0.127,0.065,0.063,0.057
R7A2020_01705,0.07,0.11,0.055,0.055,0.052,0.09,0.137,0.078,0.072,0.06
R7A2020_01710,0.089,0.128,0.066,0.047,0.068,0.066,0.114,0.073,0.049,0.052
R7A2020_01715,0.072,0.103,0.056,0.052,0.045,0.071,0.108,0.046,0.053,0.045
R7A2020_01720,0.072,0.133,0.063,0.065,0.075,0.065,0.133,0.061,0.075,0.056
R7A2020_01725,0.071,0.114,0.051,0.051,0.055,0.08,0.116,0.056,0.056,0.047
R7A2020_01730,0.071,0.103,0.055,0.041,0.047,0.068,0.113,0.049,0.06,0.044
R7A2020_01735,0.042,0.092,0.046,0.047,0.047,0.055,0.1,0.043,0.05,0.027
R7A2020_01740,0.065,0.093,0.058,0.036,0.047,0.067,0.121,0.054,0.063,0.051
R7A2020_01745,0.088,0.123,0.071,0.056,0.056,0.08,0.137,0.072,0.069,0.048
R7A2020_01750,0.048,0.082,0.04,0.031,0.036,0.072,0.096,0.055,0.034,0.043
R7A2020_01755,0.057,0.105,0.048,0.049,0.046,0.067,0.106,0.051,0.051,0.045
R7A2020_01760,0.078,0.102,0.052,0.05,0.045,0.071,0.098,0.052,0.047,0.038
R7A2020_01765,0.094,0.125,0.047,0.063,0.066,0.109,0.128,0.069,0.05,0.038
R7A2020_01770,0.065,0.099,0.046,0.046,0.041,0.072,0.113,0.051,0.05,0.046
R7A2020_01775,0.056,0.08,0.039,0.044,0.035,0.061,0.097,0.05,0.057,0.033
R7A2020_01780,0.115,0.138,0.069,0.074,0.053,0.072,0.131,0.076,0.057,0.06
R7A2020_01785,0.055,0.095,0.038,0.038,0.042,0.061,0.089,0.04,0.042,0.038
R7A2020_01790,0.078,0.112,0.06,0.053,0.05,0.078,0.127,0.067,0.062,0.054
R7A2020_01795,0.067,0.11,0.058,0.047,0.046,0.079,0.11,0.055,0.053,0.051
R7A2020_01800,0.082,0.125,0.066,0.055,0.058,0.069,0.138,0.078,0.077,0.05
R7A2020_01805,0.075,0.124,0.066,0.066,0.054,0.085,0.14,0.075,0.066,0.053
R7A2020_01810,0.09,0.134,0.07,0.07,0.066,0.095,0.155,0.075,0.086,0.067
R7A2020_01815,0.087,0.128,0.069,0.068,0.057,0.077,0.135,0.072,0.067,0.049
R7A2020_01820,0.08,0.125,0.048,0.07,0.048,0.076,0.123,0.043,0.059,0.057
R7A2020_01825,0.108,0.154,0.081,0.074,0.084,0.103,0.156,0.071,0.078,0.073
R7A2020_01830,0.087,0.128,0.075,0.062,0.064,0.089,0.133,0.064,0.064,0.075
R7A2020_01835,0.071,0.07,0.023,0.031,0.037,0.068,0.068,0.033,0.035,0.023
R7A2020_01840,0.079,0.105,0.058,0.045,0.049,0.064,0.12,0.054,0.057,0.056
R7A2020_01845,0.086,0.122,0.064,0.06,0.057,0.085,0.139,0.056,0.076,0.062
R7A2020_01850,0.047,0.074,0.034,0.036,0.035,0.055,0.078,0.035,0.042,0.03
R7A2020_01855,0.065,0.103,0.044,0.046,0.046,0.052,0.093,0.035,0.044,0.032
R7A2020_01860,0.064,0.102,0.043,0.051,0.048,0.063,0.109,0.052,0.054,0.039
R7A2020_01865,0.061,0.112,0.072,0.047,0.049,0.073,0.122,0.052,0.064,0.048
R7A2020_01870,0.062,0.086,0.043,0.038,0.04,0.067,0.101,0.058,0.043,0.037
R7A2020_01875,0.047,0.079,0.042,0.037,0.042,0.056,0.098,0.051,0.065,0.047
R7A2020_01880,0.052,0.109,0.046,0.04,0.052,0.052,0.08,0.04,0.04,0.017
R7A2020_01885,0.029,0.04,0.017,0.034,0.017,0.052,0.063,0.04,0.029,0.034
R7A2020_01890,0.054,0.082,0.04,0.042,0.032,0.063,0.1,0.047,0.044,0.046
R7A2020_01895,0.046,0.073,0.036,0.033,0.031,0.064,0.104,0.054,0.046,0.042
R7A2020_01900,0.075,0.134,0.062,0.07,0.068,0.103,0.156,0.075,0.077,0.079
R7A2020_01905,0.08,0.115,0.064,0.051,0.059,0.072,0.128,0.07,0.051,0.053
R7A2020_01910,0.07,0.112,0.053,0.05,0.058,0.058,0.098,0.042,0.045,0.05
R7A2020_01915,0,0,0,0,0,0,0,0,0,0
R7A2020_01920,0,0.001,0.001,0.001,0,0.002,0.001,0,0.001,0
R7A2020_01925,0.013,0,0,0,0,0.015,0.005,0,0.003,0.003
R7A2020_01930,0,0,0,0,0,0.003,0,0,0,0
R7A2020_01935,0.008,0.016,0.004,0.008,0.004,0.004,0.012,0.012,0.004,0
R7A2020_01940,0.011,0.015,0.003,0.003,0.011,0.024,0.022,0.007,0.007,0.009
R7A2020_01945,0,0,0,0,0,0,0,0,0,0
R7A2020_01950,0.022,0.033,0.013,0.014,0.013,0.021,0.023,0.009,0.007,0.013
R7A2020_01955,0.056,0.064,0.024,0.029,0.031,0.05,0.074,0.039,0.034,0.023
R7A2020_01960,0.012,0.008,0.003,0.003,0.002,0.013,0.008,0.002,0.003,0.003
R7A2020_01965,0.013,0.01,0.004,0.003,0.003,0.015,0.012,0.002,0.005,0.005
R7A2020_01970,0,0,0,0,0,0,0,0,0,0
R7A2020_01975,0.021,0.054,0.029,0.008,0.025,0.063,0.1,0.025,0.067,0.042
R7A2020_01980,0.052,0.094,0.038,0.047,0.033,0.057,0.075,0.038,0.028,0.042
R7A2020_01985,0.045,0.051,0.02,0.023,0.031,0.037,0.079,0.04,0.037,0.031
R7A2020_01990,0.087,0.109,0.062,0.048,0.062,0.073,0.123,0.059,0.053,0.048
R7A2020_01995,0.001,0,0,0,0,0.002,0,0,0,0
R7A2020_02000,0,0,0,0,0,0,0,0,0,0
R7A2020_02005,0.01,0,0,0,0,0.014,0,0,0,0
R7A2020_02010,0.003,0,0,0,0,0.003,0,0,0,0
R7A2020_02015,0.048,0.005,0.004,0,0.002,0.061,0.002,0,0.002,0
R7A2020_02020,0.021,0.069,0.037,0.021,0.016,0.037,0.059,0.021,0.027,0.011
R7A2020_02025,0.017,0.026,0.014,0.008,0.009,0.031,0.056,0.019,0.025,0.028
R7A2020_02030,0.088,0.119,0.063,0.063,0.058,0.088,0.136,0.085,0.068,0.049
R7A2020_02035,0.076,0.122,0.067,0.061,0.056,0.095,0.141,0.079,0.059,0.061
R7A2020_02040,0.1,0.154,0.102,0.057,0.055,0.106,0.145,0.072,0.073,0.067
R7A2020_02045,0,0,0,0,0,0,0,0,0,0
R7A2020_02050,0.105,0.148,0.079,0.084,0.071,0.094,0.152,0.079,0.084,0.073
R7A2020_02055,0,0,0,0,0,0.006,0,0,0,0
R7A2020_02060,0.015,0.018,0.015,0.009,0.006,0.006,0.018,0.015,0.009,0.009
R7A2020_02065,0,0,0,0,0,0,0,0,0,0
R7A2020_02070,0.106,0.131,0.069,0.058,0.064,0.086,0.111,0.067,0.064,0.047
R7A2020_02075,0.001,0.002,0,0,0.002,0.002,0.002,0.001,0,0.001
R7A2020_02080,0.086,0.119,0.066,0.068,0.051,0.094,0.142,0.084,0.08,0.068
R7A2020_02085,0.092,0.152,0.081,0.087,0.068,0.116,0.182,0.097,0.09,0.077
R7A2020_02090,0.09,0.113,0.065,0.041,0.051,0.078,0.133,0.061,0.074,0.055
R7A2020_02095,0.082,0.097,0.052,0.047,0.039,0.068,0.111,0.033,0.056,0.041
R7A2020_02100,0.077,0.149,0.086,0.057,0.073,0.077,0.159,0.092,0.077,0.059
R7A2020_02105,0.069,0.108,0.051,0.055,0.051,0.077,0.123,0.061,0.057,0.056
R7A2020_02110,0.08,0.119,0.068,0.06,0.052,0.092,0.137,0.068,0.074,0.053
R7A2020_02115,0.081,0.124,0.069,0.045,0.065,0.075,0.136,0.074,0.066,0.058
R7A2020_02120,0.083,0.119,0.066,0.063,0.065,0.093,0.149,0.075,0.081,0.065
R7A2020_02125,0.089,0.138,0.069,0.072,0.067,0.088,0.144,0.077,0.074,0.058
R7A2020_02130,0.091,0.131,0.075,0.072,0.063,0.067,0.129,0.07,0.075,0.059
R7A2020_02135,0.09,0.137,0.073,0.064,0.075,0.101,0.137,0.076,0.074,0.055
R7A2020_02140,0.069,0.106,0.069,0.049,0.039,0.073,0.108,0.054,0.06,0.047
R7A2020_02145,0.108,0.135,0.067,0.071,0.073,0.095,0.137,0.069,0.078,0.055
R7A2020_02150,0.073,0.124,0.071,0.059,0.066,0.086,0.153,0.064,0.071,0.073
R7A2020_02155,0.063,0.075,0.046,0.023,0.046,0.046,0.057,0.029,0.023,0.029
R7A2020_02160,0.082,0.124,0.064,0.056,0.061,0.082,0.128,0.066,0.061,0.059
R7A2020_02165,0.117,0.136,0.065,0.058,0.078,0.104,0.152,0.065,0.078,0.068
R7A2020_02170,0.105,0.156,0.09,0.078,0.082,0.111,0.176,0.097,0.088,0.074
R7A2020_02175,0.108,0.144,0.092,0.069,0.076,0.09,0.142,0.088,0.076,0.057
R7A2020_02180,0.082,0.141,0.075,0.069,0.052,0.072,0.131,0.059,0.059,0.059
R7A2020_02185,0.09,0.121,0.081,0.066,0.04,0.087,0.117,0.066,0.053,0.049
R7A2020_02190,0.063,0.092,0.033,0.029,0.042,0.071,0.104,0.058,0.025,0.042
R7A2020_02195,0.102,0.124,0.069,0.069,0.05,0.086,0.144,0.061,0.073,0.055
R7A2020_02200,0.091,0.131,0.064,0.06,0.049,0.081,0.138,0.069,0.061,0.07
R7A2020_02205,0.059,0.111,0.061,0.046,0.046,0.051,0.087,0.043,0.044,0.034
R7A2020_02210,0.072,0.111,0.053,0.058,0.054,0.072,0.122,0.059,0.066,0.049
R7A2020_02215,0.001,0.004,0.004,0,0.001,0.001,0,0,0,0
R7A2020_02220,0.051,0.007,0,0,0.007,0.047,0.004,0.004,0,0
R7A2020_02225,0.053,0.01,0.003,0.001,0.007,0.069,0.01,0.003,0.001,0.006
R7A2020_02230,0.1,0.142,0.08,0.072,0.062,0.087,0.128,0.063,0.066,0.059
R7A2020_02235,0.066,0.019,0.006,0.002,0.011,0.074,0.008,0.002,0,0.006
R7A2020_02240,0.085,0.125,0.069,0.052,0.06,0.085,0.149,0.077,0.097,0.056
R7A2020_02245,0.074,0.013,0.002,0.002,0.009,0.063,0.005,0,0.002,0.004
R7A2020_02250,0.091,0.145,0.084,0.059,0.081,0.108,0.14,0.074,0.069,0.064
R7A2020_02255,0.084,0.124,0.078,0.053,0.053,0.094,0.122,0.059,0.061,0.063
R7A2020_02260,0.077,0.094,0.043,0.043,0.04,0.083,0.106,0.053,0.04,0.051
R7A2020_02265,0.074,0.065,0.041,0.029,0.029,0.061,0.106,0.052,0.047,0.052
R7A2020_02270,0.104,0.145,0.08,0.065,0.065,0.102,0.143,0.078,0.053,0.082
R7A2020_02275,0.054,0.072,0.037,0.031,0.03,0.071,0.098,0.057,0.056,0.032
R7A2020_02280,0.067,0.116,0.063,0.055,0.065,0.088,0.136,0.073,0.077,0.063
R7A2020_02285,0.082,0.108,0.05,0.044,0.061,0.082,0.128,0.071,0.067,0.055
R7A2020_02290,0.078,0.123,0.086,0.03,0.045,0.059,0.067,0.033,0.026,0.026
R7A2020_02295,0.079,0.104,0.051,0.039,0.05,0.078,0.112,0.054,0.051,0.051
R7A2020_02300,0.052,0.076,0.044,0.038,0.031,0.059,0.093,0.049,0.041,0.041
R7A2020_02305,0.065,0.092,0.047,0.044,0.034,0.059,0.085,0.041,0.037,0.031
R7A2020_02310,0.072,0.103,0.055,0.045,0.047,0.065,0.108,0.051,0.05,0.038
R7A2020_02315,0.061,0.115,0.058,0.047,0.06,0.076,0.13,0.06,0.063,0.052
R7A2020_02320,0.06,0.108,0.063,0.052,0.04,0.071,0.104,0.05,0.059,0.048
R7A2020_02325,0.097,0.129,0.064,0.056,0.066,0.075,0.121,0.062,0.061,0.043
R7A2020_02330,0.076,0.107,0.062,0.057,0.041,0.087,0.132,0.067,0.064,0.052
R7A2020_02335,0.057,0.103,0.063,0.05,0.039,0.077,0.12,0.063,0.054,0.048
R7A2020_02340,0.078,0.121,0.069,0.047,0.061,0.074,0.123,0.069,0.069,0.039
R7A2020_02345,0.072,0.092,0.05,0.039,0.047,0.06,0.082,0.039,0.04,0.038
R7A2020_02350,0.071,0.09,0.042,0.036,0.038,0.071,0.096,0.046,0.046,0.036
R7A2020_02355,0.075,0.108,0.06,0.041,0.041,0.066,0.114,0.064,0.05,0.048
R7A2020_02360,0.074,0.109,0.058,0.053,0.048,0.08,0.138,0.073,0.059,0.05
R7A2020_02365,0.092,0.132,0.075,0.065,0.06,0.083,0.15,0.064,0.095,0.056
R7A2020_02370,0.043,0.069,0.048,0.032,0.021,0.053,0.09,0.027,0.043,0.053
R7A2020_02375,0.064,0.111,0.051,0.049,0.058,0.061,0.121,0.055,0.059,0.043
R7A2020_02380,0.07,0.111,0.07,0.053,0.05,0.085,0.098,0.043,0.055,0.035
R7A2020_02385,0.096,0.133,0.079,0.057,0.051,0.088,0.143,0.074,0.068,0.067
R7A2020_02390,0.099,0.142,0.065,0.069,0.082,0.063,0.132,0.069,0.049,0.054
R7A2020_02395,0.079,0.127,0.078,0.07,0.05,0.09,0.149,0.07,0.089,0.057
R7A2020_02400,0.043,0.065,0.038,0.016,0.027,0.049,0.086,0.032,0.038,0.038
R7A2020_02405,0.077,0.134,0.072,0.059,0.053,0.073,0.107,0.059,0.048,0.048
R7A2020_02410,0.084,0.126,0.069,0.049,0.061,0.076,0.118,0.069,0.063,0.037
R7A2020_02415,0.081,0.12,0.07,0.057,0.049,0.078,0.122,0.06,0.065,0.046
R7A2020_02420,0.078,0.107,0.054,0.053,0.052,0.087,0.123,0.064,0.066,0.052
R7A2020_02425,0.06,0.104,0.053,0.044,0.047,0.049,0.082,0.035,0.035,0.038
R7A2020_02430,0.063,0.129,0.077,0.049,0.056,0.066,0.157,0.07,0.098,0.077
R7A2020_02435,0,0,0,0,0,0,0.015,0.015,0.015,0
R7A2020_02440,0.062,0.109,0.057,0.048,0.035,0.058,0.094,0.049,0.043,0.038
R7A2020_02445,0.069,0.104,0.054,0.051,0.044,0.067,0.113,0.053,0.059,0.039
R7A2020_02450,0.06,0.108,0.056,0.05,0.045,0.067,0.107,0.042,0.058,0.044
R7A2020_02455,0.085,0.131,0.078,0.064,0.074,0.089,0.157,0.068,0.079,0.076
R7A2020_02460,0.073,0.109,0.063,0.065,0.046,0.088,0.104,0.054,0.063,0.035
R7A2020_02465,0.073,0.096,0.054,0.061,0.042,0.069,0.103,0.061,0.057,0.038
R7A2020_02470,0.058,0.098,0.038,0.043,0.057,0.057,0.1,0.052,0.042,0.038
R7A2020_02475,0.047,0.063,0.033,0.027,0.021,0.052,0.075,0.027,0.033,0.035
R7A2020_02480,0.046,0.041,0.009,0.014,0.018,0.05,0.037,0.018,0.005,0.014
R7A2020_02485,0.096,0.135,0.073,0.063,0.066,0.096,0.16,0.064,0.075,0.075
R7A2020_02490,0.054,0.105,0.062,0.05,0.039,0.047,0.081,0.047,0.023,0.047
R7A2020_02495,0.06,0.11,0.064,0.037,0.055,0.05,0.087,0.023,0.069,0.041
R7A2020_02500,0.126,0.164,0.1,0.09,0.084,0.162,0.188,0.11,0.102,0.078
R7A2020_02505,0.115,0.123,0.08,0.069,0.042,0.084,0.123,0.061,0.065,0.05
R7A2020_02510,0.081,0.13,0.085,0.069,0.052,0.102,0.145,0.083,0.081,0.05
R7A2020_02515,0.081,0.164,0.093,0.078,0.081,0.096,0.158,0.087,0.087,0.066
R7A2020_02520,0.084,0.109,0.058,0.051,0.053,0.076,0.119,0.06,0.061,0.047
R7A2020_02525,0.089,0.113,0.069,0.055,0.049,0.085,0.117,0.053,0.073,0.055
R7A2020_02530,0.048,0.074,0.035,0.025,0.027,0.058,0.097,0.037,0.039,0.047
R7A2020_02535,0.089,0.141,0.07,0.072,0.07,0.093,0.143,0.06,0.083,0.062
R7A2020_02540,0.087,0.128,0.075,0.056,0.07,0.096,0.138,0.08,0.087,0.052
R7A2020_02545,0.083,0.099,0.059,0.051,0.051,0.088,0.109,0.043,0.061,0.061
R7A2020_02550,0.046,0.093,0.037,0.044,0.038,0.075,0.103,0.046,0.051,0.044
R7A2020_02555,0.087,0.131,0.057,0.086,0.064,0.098,0.144,0.073,0.08,0.067
R7A2020_02560,0.052,0.061,0.026,0.035,0.024,0.028,0.093,0.035,0.058,0.033
R7A2020_02565,0.081,0.091,0.051,0.039,0.042,0.074,0.097,0.054,0.047,0.034
R7A2020_02570,0.013,0.044,0.019,0.006,0.025,0.044,0.05,0.013,0.019,0.019
R7A2020_02575,0.067,0.112,0.054,0.051,0.052,0.073,0.121,0.06,0.064,0.043
R7A2020_02580,0.091,0.135,0.069,0.069,0.058,0.076,0.118,0.067,0.051,0.045
R7A2020_02585,0.057,0.101,0.061,0.034,0.04,0.052,0.104,0.043,0.05,0.03
R7A2020_02590,0.081,0.095,0.047,0.05,0.038,0.051,0.091,0.043,0.04,0.036
R7A2020_02595,0.068,0.117,0.057,0.054,0.043,0.061,0.101,0.047,0.05,0.034
R7A2020_02600,0.087,0.123,0.069,0.053,0.061,0.075,0.114,0.05,0.058,0.047
R7A2020_02605,0.056,0.077,0.036,0.032,0.03,0.049,0.071,0.034,0.027,0.031
R7A2020_02610,0.072,0.108,0.041,0.053,0.046,0.064,0.095,0.043,0.045,0.034
R7A2020_02615,0.049,0.09,0.048,0.039,0.032,0.056,0.081,0.036,0.038,0.034
R7A2020_02620,0.066,0.111,0.061,0.054,0.044,0.064,0.106,0.05,0.055,0.041
R7A2020_02625,0.053,0.094,0.037,0.046,0.044,0.065,0.095,0.043,0.049,0.035
R7A2020_02630,0.072,0.101,0.052,0.046,0.052,0.058,0.097,0.051,0.046,0.033
R7A2020_02635,0.058,0.104,0.057,0.049,0.054,0.061,0.127,0.051,0.07,0.042
R7A2020_02640,0.061,0.109,0.055,0.052,0.048,0.055,0.1,0.054,0.041,0.041
R7A2020_02645,0.045,0.07,0.027,0.037,0.022,0.043,0.079,0.043,0.035,0.026
R7A2020_02650,0.097,0.144,0.07,0.079,0.059,0.085,0.117,0.059,0.06,0.052
R7A2020_02655,0.068,0.118,0.06,0.06,0.066,0.087,0.121,0.066,0.071,0.058
R7A2020_02660,0.101,0.161,0.086,0.079,0.084,0.106,0.17,0.087,0.088,0.076
R7A2020_02665,0.077,0.121,0.068,0.05,0.05,0.084,0.112,0.054,0.052,0.048
R7A2020_02670,0.078,0.125,0.065,0.058,0.049,0.092,0.125,0.076,0.06,0.051
R7A2020_02675,0.1,0.156,0.098,0.053,0.063,0.089,0.121,0.061,0.047,0.04
R7A2020_02680,0.089,0.126,0.061,0.07,0.046,0.084,0.164,0.083,0.07,0.062
R7A2020_02685,0.066,0.103,0.054,0.044,0.044,0.065,0.091,0.045,0.047,0.037
R7A2020_02690,0.063,0.108,0.06,0.063,0.052,0.098,0.124,0.059,0.061,0.066
R7A2020_02695,0.054,0.078,0.041,0.023,0.038,0.002,0.001,0.001,0,0
R7A2020_02700,0.051,0.071,0.038,0.032,0.026,0.071,0.115,0.058,0.051,0.038
R7A2020_02705,0.088,0.125,0.062,0.063,0.051,0.091,0.138,0.069,0.072,0.046
R7A2020_02710,0.048,0.096,0.046,0.049,0.037,0.061,0.087,0.037,0.044,0.036
R7A2020_02715,0.063,0.095,0.052,0.048,0.04,0.065,0.093,0.049,0.039,0.043
R7A2020_02720,0.078,0.133,0.063,0.056,0.076,0.078,0.107,0.055,0.049,0.042
R7A2020_02725,0.081,0.125,0.057,0.06,0.057,0.066,0.12,0.053,0.045,0.052
R7A2020_02730,0.068,0.117,0.05,0.062,0.055,0.072,0.101,0.049,0.054,0.036
R7A2020_02735,0.049,0.113,0.05,0.041,0.059,0.044,0.088,0.037,0.033,0.042
R7A2020_02740,0.076,0.128,0.073,0.046,0.071,0.09,0.099,0.055,0.05,0.036
R7A2020_02745,0.067,0.102,0.067,0.048,0.057,0.057,0.097,0.048,0.048,0.038
R7A2020_02750,0.07,0.104,0.055,0.052,0.043,0.065,0.104,0.047,0.052,0.044
R7A2020_02755,0.079,0.105,0.05,0.051,0.053,0.082,0.121,0.06,0.063,0.051
R7A2020_02760,0.074,0.108,0.053,0.058,0.049,0.08,0.105,0.065,0.057,0.041
R7A2020_02765,0.062,0.104,0.054,0.046,0.044,0.084,0.1,0.04,0.056,0.034
R7A2020_02770,0.066,0.102,0.053,0.051,0.048,0.079,0.109,0.048,0.043,0.048
R7A2020_02775,0.077,0.097,0.04,0.052,0.044,0.074,0.124,0.064,0.064,0.049
R7A2020_02780,0.069,0.124,0.081,0.059,0.06,0.092,0.143,0.075,0.068,0.061
R7A2020_02785,0.07,0.108,0.052,0.053,0.05,0.045,0.094,0.048,0.045,0.034
R7A2020_02790,0.062,0.098,0.051,0.036,0.043,0.067,0.097,0.038,0.051,0.038
R7A2020_02795,0.07,0.094,0.053,0.044,0.035,0.066,0.096,0.048,0.051,0.035
R7A2020_02800,0.041,0.06,0.03,0.033,0.027,0.038,0.074,0.038,0.036,0.044
R7A2020_02805,0.093,0.126,0.052,0.048,0.086,0.108,0.126,0.056,0.063,0.078
R7A2020_02810,0.07,0.104,0.06,0.046,0.041,0.071,0.125,0.061,0.058,0.061
R7A2020_02815,0.078,0.111,0.055,0.046,0.058,0.078,0.123,0.064,0.055,0.054
R7A2020_02820,0.07,0.104,0.052,0.067,0.046,0.052,0.116,0.055,0.058,0.049
R7A2020_02825,0.059,0.072,0.045,0.036,0.032,0.071,0.097,0.036,0.051,0.042
R7A2020_02830,0.066,0.106,0.064,0.049,0.045,0.057,0.095,0.048,0.051,0.034
R7A2020_02835,0.002,0.002,0.002,0,0,0.002,0,0,0,0
R7A2020_02840,0.002,0.001,0.001,0,0,0.002,0,0,0,0
R7A2020_02845,0.076,0.104,0.058,0.056,0.039,0.063,0.09,0.053,0.058,0.035
R7A2020_02850,0.039,0.06,0.035,0.025,0.017,0.019,0.028,0.014,0.006,0.014
R7A2020_02855,0.092,0.106,0.063,0.04,0.047,0.078,0.121,0.063,0.058,0.047
R7A2020_02860,0,0,0,0,0,0.001,0,0,0,0
R7A2020_02865,0.087,0.118,0.07,0.055,0.054,0.103,0.147,0.074,0.079,0.059
R7A2020_02870,0.069,0.121,0.056,0.048,0.057,0.073,0.128,0.065,0.057,0.041
R7A2020_02875,0.09,0.124,0.043,0.065,0.059,0.111,0.146,0.068,0.062,0.056
R7A2020_02880,0.074,0.107,0.061,0.042,0.052,0.078,0.136,0.058,0.074,0.058
R7A2020_02885,0,0,0,0,0,0.001,0,0,0,0
R7A2020_02890,0.046,0.09,0.038,0.038,0.046,0.049,0.083,0.028,0.046,0.032
R7A2020_02895,0.083,0.125,0.07,0.052,0.053,0.07,0.118,0.055,0.057,0.047
R7A2020_02900,0.069,0.111,0.057,0.06,0.042,0.066,0.123,0.049,0.057,0.054
R7A2020_02905,0.052,0.085,0.052,0.039,0.052,0.052,0.098,0.039,0.039,0.046
R7A2020_02910,0.078,0.116,0.062,0.053,0.054,0.074,0.132,0.07,0.063,0.063
R7A2020_02915,0.105,0.139,0.08,0.067,0.06,0.106,0.157,0.093,0.081,0.068
