locus_tag	ins_index.NSES	ins_index.WTES
R7A2020_12010	0.182	0.138
R7A2020_12015	0.124	0.124
R7A2020_12020	0.160	0.100
R7A2020_12025	0.163	0.140
R7A2020_12030	0.138	0.140
R7A2020_12035	0.150	0.145
R7A2020_12040	0.141	0.149
R7A2020_12045	0.123	0.107
R7A2020_12050	0.115	0.086
R7A2020_12055	0.098	0.140
R7A2020_12060	0.115	0.131
R7A2020_12065	0.078	0.059
R7A2020_12065	0.078	0.059
R7A2020_12070	0.085	0.053
R7A2020_12075	0.069	0.070
R7A2020_12080	0.103	0.090
R7A2020_12085	0.105	0.108
R7A2020_12090	0.136	0.116
R7A2020_12095	0.128	0.122
R7A2020_12100	0.108	0.108
R7A2020_12105	0.105	0.103
R7A2020_12110	0.109	0.104
R7A2020_12115	0.124	0.123
R7A2020_12120	0.129	0.143
R7A2020_12125	0.108	0.119
R7A2020_12130	0.160	0.146
R7A2020_12135	0.133	0.128
R7A2020_12140	0.134	0.133
R7A2020_12145	0.129	0.114
R7A2020_12150	0.115	0.099
R7A2020_12155	0.061	0.050
R7A2020_12160	0.064	0.064
R7A2020_12165	0.050	0.048
R7A2020_12165	0.050	0.048
R7A2020_12165	0.050	0.048
R7A2020_12170	0.046	0.034
R7A2020_12175	0.081	0.061
R7A2020_12180	0.088	0.080
R7A2020_12185	0.091	0.091
R7A2020_12190	0.130	0.149
R7A2020_12195	0.148	0.140
R7A2020_12200	0.136	0.129
R7A2020_12205	0.132	0.145
R7A2020_12210	0.146	0.129
R7A2020_12215	0.154	0.160
R7A2020_12220	0.127	0.143
R7A2020_12225	0.147	0.114
R7A2020_12230	0.123	0.097
R7A2020_12235	0.125	0.137
R7A2020_12240	0.085	0.072
R7A2020_12245	0.114	0.122
R7A2020_12250	0.144	0.153
R7A2020_12255	0.160	0.138
R7A2020_12260	0.125	0.141
R7A2020_12265	0.119	0.126
R7A2020_12270	0.167	0.178
R7A2020_12275	0.123	0.108
R7A2020_12280	0.162	0.138
R7A2020_12285	0.124	0.127
R7A2020_12290	0.099	0.111
R7A2020_12295	0.122	0.126
R7A2020_12300	0.143	0.139
R7A2020_12305	0.090	0.115
R7A2020_12310	0.153	0.128
R7A2020_12315	0.157	0.141
R7A2020_12320	0.114	0.097
R7A2020_12325	0.153	0.163
R7A2020_12330	0.123	0.130
R7A2020_12335	0.098	0.125
R7A2020_12340	0.087	0.093
R7A2020_12345	0.177	0.190
R7A2020_12350	0.146	0.175
R7A2020_12355	0.190	0.157
R7A2020_12360	0.132	0.108
R7A2020_12365	0.142	0.138
R7A2020_12370	0.122	0.099
R7A2020_12375	0.136	0.115
R7A2020_12380	0.169	0.195
R7A2020_12385	0.138	0.135
R7A2020_12390	0.180	0.164
R7A2020_12395	0.208	0.178
R7A2020_12400	0.190	0.149
R7A2020_12405	0.161	0.167
R7A2020_12410	0.168	0.202
R7A2020_12415	0.174	0.152
R7A2020_12420	0.185	0.172
R7A2020_12425	0.062	0.086
R7A2020_12430	0.094	0.085
R7A2020_12435	0.063	0.060
R7A2020_12440	0.038	0.028
R7A2020_12445	0.150	0.153
R7A2020_12450	0.119	0.133
R7A2020_12455	0.170	0.170
R7A2020_12460	0.154	0.132
R7A2020_12465	0.149	0.161
R7A2020_12470	0.144	0.142
R7A2020_12475	0.202	0.202
R7A2020_12480	0.165	0.152
R7A2020_12485	0.156	0.124
R7A2020_12490	0.177	0.152
R7A2020_12495	0.081	0.073
R7A2020_12500	0.162	0.174
R7A2020_12505	0.185	0.129
R7A2020_12510	0.119	0.112
R7A2020_12515	0.172	0.162
R7A2020_12520	0.171	0.149
R7A2020_12525	0.202	0.213
R7A2020_12530	0.160	0.131
R7A2020_12535	0.178	0.164
R7A2020_12540	0.138	0.138
R7A2020_12545	0.084	0.101
R7A2020_12550	0.116	0.110
R7A2020_12555	0.116	0.159
R7A2020_12560	0.156	0.180
R7A2020_12565	0.134	0.122
R7A2020_12570	0.149	0.144
R7A2020_12575	0.157	0.170
R7A2020_12580	0.126	0.149
R7A2020_12585	0.138	0.149
R7A2020_12590	0.149	0.149
R7A2020_12595	0.117	0.132
R7A2020_12600	0.136	0.140
R7A2020_12605	0.111	0.084
R7A2020_12610	0.226	0.177
R7A2020_12615	0.063	0.089
R7A2020_12620	0.145	0.127
R7A2020_12625	0.110	0.073
R7A2020_12630	0.086	0.071
R7A2020_12635	0.162	0.169
R7A2020_12640	0.088	0.058
R7A2020_12640	0.088	0.058
R7A2020_12645	0.097	0.112
R7A2020_12650	0.139	0.172
R7A2020_12655	0.178	0.172
R7A2020_12660	0.121	0.136
R7A2020_12665	0.133	0.150
R7A2020_12670	0.094	0.091
R7A2020_12675	0.160	0.114
R7A2020_12680	0.171	0.158
R7A2020_12685	0.117	0.128
R7A2020_12690	0.171	0.169
R7A2020_12695	0.153	0.133
R7A2020_12700	0.151	0.149
R7A2020_12705	0.133	0.133
R7A2020_12710	0.136	0.138
R7A2020_12715	0.138	0.155
R7A2020_12720	0.153	0.143
R7A2020_12725	0.117	0.153
R7A2020_12730	0.124	0.129
R7A2020_12735	0.146	0.119
R7A2020_12740	0.127	0.131
R7A2020_12745	0.120	0.094
R7A2020_12750	0.130	0.115
R7A2020_12755	0.106	0.135
R7A2020_12760	0.130	0.150
R7A2020_12765	0.156	0.138
R7A2020_12770	0.136	0.135
R7A2020_12775	0.120	0.137
R7A2020_12780	0.180	0.175
R7A2020_12785	0.119	0.068
R7A2020_12790	0.150	0.154
R7A2020_12795	0.143	0.135
R7A2020_12800	0.191	0.205
R7A2020_12805	0.156	0.160
R7A2020_12810	0.108	0.088
R7A2020_12815	0.170	0.146
R7A2020_12820	0.076	0.052
R7A2020_12825	0.054	0.023
R7A2020_12825	0.054	0.023
R7A2020_12825	0.054	0.023
R7A2020_12830	0.140	0.054
R7A2020_12830	0.140	0.054
R7A2020_12835	0.186	0.193
R7A2020_12840	0.175	0.171
R7A2020_12845	0.165	0.151
R7A2020_12850	0.129	0.108
R7A2020_12855	0.187	0.181
R7A2020_12860	0.169	0.184
R7A2020_12865	0.183	0.183
R7A2020_12870	0.198	0.179
R7A2020_12875	0.111	0.114
R7A2020_12880	0.088	0.095
R7A2020_12885	0.187	0.182
R7A2020_12890	0.178	0.179
R7A2020_12895	0.106	0.124
R7A2020_12900	0.116	0.123
R7A2020_12905	0.151	0.151
R7A2020_12910	0.166	0.160
R7A2020_12915	0.092	0.111
R7A2020_12920	0.143	0.139
R7A2020_12925	0.181	0.174
R7A2020_12930	0.173	0.147
R7A2020_12935	0.159	0.175
R7A2020_12940	0.198	0.193
R7A2020_12945	0.041	0.035
R7A2020_12950	0.093	0.093
R7A2020_12955	0.195	0.207
R7A2020_12960	0.165	0.162
R7A2020_12965	0.194	0.170
R7A2020_12970	0.171	0.164
R7A2020_12975	0.170	0.197
R7A2020_12980	0.155	0.151
R7A2020_12985	0.207	0.217
R7A2020_12990	0.180	0.166
R7A2020_12995	0.115	0.129
R7A2020_13000	0.093	0.062
R7A2020_13005	0.000	0.002
R7A2020_13010	0.114	0.109
R7A2020_13015	0.129	0.125
R7A2020_13020	0.142	0.158
R7A2020_13025	0.107	0.070
R7A2020_13030	0.138	0.165
R7A2020_13035	0.168	0.186
R7A2020_13040	0.081	0.078
R7A2020_13045	0.172	0.157
R7A2020_13050	0.107	0.111
R7A2020_13055	0.091	0.095
R7A2020_13060	0.121	0.119
R7A2020_13065	0.098	0.091
R7A2020_13070	0.108	0.117
R7A2020_13070	0.108	0.117
R7A2020_13075	0.136	0.110
R7A2020_13080	0.168	0.184
R7A2020_13085	0.088	0.102
R7A2020_13090	0.147	0.177
R7A2020_13095	0.180	0.166
R7A2020_13100	0.160	0.173
R7A2020_13105	0.199	0.199
R7A2020_13110	0.144	0.135
R7A2020_13115	0.126	0.060
R7A2020_13120	0.107	0.107
R7A2020_13125	0.130	0.108
R7A2020_13130	0.135	0.125
R7A2020_13135	0.164	0.154
R7A2020_13140	0.114	0.152
R7A2020_13145	0.187	0.155
R7A2020_13150	0.153	0.135
R7A2020_13155	0.157	0.086
R7A2020_13160	0.132	0.113
R7A2020_13165	0.178	0.163
R7A2020_13170	0.183	0.180
R7A2020_13175	0.155	0.153
R7A2020_13180	0.205	0.188
R7A2020_13185	0.197	0.172
R7A2020_13190	0.220	0.193
R7A2020_13195	0.172	0.172
R7A2020_13200	0.187	0.176
R7A2020_13205	0.197	0.180
R7A2020_13210	0.223	0.214
R7A2020_13215	0.136	0.153
R7A2020_13220	0.145	0.139
R7A2020_13225	0.145	0.164
R7A2020_13230	0.172	0.193
R7A2020_13235	0.148	0.152
R7A2020_13240	0.142	0.191
R7A2020_13245	0.107	0.099
R7A2020_13250	0.126	0.113
R7A2020_13255	0.111	0.135
R7A2020_13260	0.162	0.189
R7A2020_13265	0.070	0.061
R7A2020_13270	0.131	0.151
R7A2020_13275	0.093	0.087
R7A2020_13280	0.126	0.155
R7A2020_13285	0.180	0.174
R7A2020_13290	0.092	0.106
R7A2020_13295	0.164	0.130
R7A2020_13300	0.134	0.163
R7A2020_13305	0.137	0.149
R7A2020_13310	0.143	0.152
R7A2020_13315	0.149	0.165
R7A2020_13320	0.157	0.138
R7A2020_13325	0.178	0.137
R7A2020_13330	0.170	0.181
R7A2020_13335	0.185	0.148
R7A2020_13340	0.167	0.177
R7A2020_13345	0.116	0.146
R7A2020_13350	0.140	0.134
R7A2020_13355	0.135	0.143
R7A2020_13360	0.149	0.153
R7A2020_13365	0.122	0.151
R7A2020_13370	0.151	0.161
R7A2020_13375	0.143	0.173
R7A2020_13380	0.134	0.147
R7A2020_13385	0.166	0.179
R7A2020_13390	0.144	0.123
R7A2020_13395	0.126	0.139
R7A2020_13400	0.156	0.167
R7A2020_13405	0.141	0.139
R7A2020_13410	0.185	0.177
R7A2020_13415	0.139	0.120
R7A2020_13420	0.121	0.125
R7A2020_13425	0.107	0.115
R7A2020_13430	0.147	0.167
R7A2020_13435	0.153	0.149
R7A2020_13440	0.174	0.157
R7A2020_13445	0.127	0.146
R7A2020_13450	0.144	0.155
R7A2020_13455	0.150	0.139
R7A2020_13460	0.130	0.110
R7A2020_13465	0.064	0.129
R7A2020_13470	0.160	0.161
R7A2020_13475	0.169	0.179
R7A2020_13480	0.185	0.171
R7A2020_13485	0.173	0.186
R7A2020_13490	0.112	0.144
R7A2020_13495	0.139	0.128
R7A2020_13500	0.123	0.123
R7A2020_13505	0.115	0.156
R7A2020_13510	0.145	0.141
R7A2020_13515	0.088	0.111
R7A2020_13520	0.059	0.086
R7A2020_13520	0.059	0.086
R7A2020_13520	0.059	0.086
R7A2020_13525	0.121	0.153
R7A2020_13530	0.145	0.121
R7A2020_13535	0.161	0.144
R7A2020_13540	0.103	0.099
R7A2020_13545	0.201	0.173
R7A2020_13550	0.103	0.103
R7A2020_13555	0.141	0.139
R7A2020_13560	0.130	0.130
R7A2020_13565	0.034	0.021
R7A2020_13570	0.021	0.018
R7A2020_13575	0.120	0.103
R7A2020_13580	0.175	0.148
R7A2020_13585	0.160	0.153
R7A2020_13590	0.138	0.155
R7A2020_13595	0.170	0.176
R7A2020_13600	0.125	0.119
R7A2020_13605	0.166	0.173
R7A2020_13610	0.162	0.149
R7A2020_13615	0.189	0.171
R7A2020_13620	0.161	0.179
R7A2020_13625	0.159	0.135
R7A2020_13630	0.131	0.133
R7A2020_13635	0.132	0.149
R7A2020_13640	0.144	0.155
R7A2020_13645	0.197	0.174
R7A2020_13650	0.185	0.196
R7A2020_13655	0.140	0.152
R7A2020_13660	0.172	0.162
R7A2020_13665	0.153	0.176
R7A2020_13670	0.193	0.216
R7A2020_13675	0.149	0.145
R7A2020_13680	0.031	0.102
R7A2020_13685	0.084	0.075
R7A2020_13690	0.113	0.135
R7A2020_13695	0.161	0.145
R7A2020_13700	0.196	0.174
R7A2020_13705	0.009	0.009
R7A2020_13710	0.211	0.208
R7A2020_13715	0.145	0.137
R7A2020_13720	0.152	0.143
R7A2020_13725	0.153	0.150
R7A2020_13730	0.188	0.135
R7A2020_13735	0.183	0.174
R7A2020_13740	0.216	0.185
R7A2020_13745	0.175	0.161
R7A2020_13750	0.175	0.151
R7A2020_13755	0.167	0.149
R7A2020_13760	0.161	0.169
R7A2020_13765	0.178	0.184
R7A2020_13770	0.207	0.200
R7A2020_13775	0.123	0.142
R7A2020_13780	0.163	0.148
R7A2020_13785	0.174	0.215
R7A2020_13790	0.197	0.189
R7A2020_13795	0.159	0.165
R7A2020_13800	0.238	0.252
R7A2020_13805	0.078	0.066
R7A2020_13810	0.172	0.128
R7A2020_13815	0.104	0.122
R7A2020_13820	0.136	0.140
R7A2020_13825	0.183	0.217
R7A2020_13830	0.167	0.155
R7A2020_13835	0.159	0.137
R7A2020_13840	0.170	0.135
R7A2020_13845	0.202	0.202
R7A2020_13850	0.178	0.204
R7A2020_13855	0.159	0.185
R7A2020_13860	0.166	0.180
R7A2020_13865	0.145	0.173
R7A2020_13870	0.156	0.176
R7A2020_13875	0.170	0.151
R7A2020_13880	0.114	0.136
R7A2020_13885	0.140	0.129
R7A2020_13890	0.113	0.110
R7A2020_13895	0.146	0.106
R7A2020_13900	0.188	0.188
R7A2020_13905	0.163	0.167
R7A2020_13910	0.115	0.125
R7A2020_13915	0.086	0.091
R7A2020_13920	0.125	0.141
R7A2020_13925	0.092	0.091
R7A2020_13930	0.165	0.174
R7A2020_13935	0.207	0.190
R7A2020_13940	0.155	0.149
R7A2020_13945	0.132	0.136
R7A2020_13950	0.113	0.142
R7A2020_13955	0.168	0.170
R7A2020_13960	0.171	0.165
R7A2020_13965	0.162	0.162
R7A2020_13970	0.168	0.167
R7A2020_13975	0.167	0.150
R7A2020_13980	0.186	0.223
R7A2020_13985	0.195	0.214
R7A2020_13990	0.119	0.132
R7A2020_13995	0.110	0.104
R7A2020_14000	0.122	0.156
R7A2020_14005	0.156	0.168
R7A2020_14010	0.153	0.175
R7A2020_14015	0.173	0.159
R7A2020_14020	0.204	0.213
R7A2020_14025	0.148	0.141
R7A2020_14030	0.128	0.142
R7A2020_14035	0.177	0.205
R7A2020_14040	0.180	0.197
R7A2020_14045	0.197	0.160
R7A2020_14050	0.184	0.154
R7A2020_14055	0.120	0.109
R7A2020_14055	0.120	0.109
R7A2020_14060	0.107	0.115
R7A2020_14065	0.125	0.118
R7A2020_14070	0.110	0.155
R7A2020_14075	0.181	0.186
R7A2020_14080	0.110	0.141
R7A2020_14085	0.133	0.127
R7A2020_14090	0.234	0.230
R7A2020_14095	0.082	0.106
R7A2020_14095	0.082	0.106
R7A2020_14100	0.184	0.159
R7A2020_14105	0.186	0.154
R7A2020_14110	0.150	0.154
R7A2020_14115	0.134	0.129
R7A2020_14120	0.137	0.143
R7A2020_14125	0.116	0.131
R7A2020_14130	0.195	0.192
R7A2020_14135	0.127	0.170
R7A2020_14140	0.150	0.153
R7A2020_14145	0.143	0.148
R7A2020_14150	0.148	0.151
R7A2020_14155	0.134	0.158
R7A2020_14160	0.115	0.122
R7A2020_14165	0.158	0.136
R7A2020_14170	0.136	0.127
R7A2020_14175	0.150	0.135
R7A2020_14180	0.117	0.105
R7A2020_14185	0.187	0.174
R7A2020_14190	0.240	0.175
R7A2020_14195	0.145	0.137
R7A2020_14200	0.164	0.145
R7A2020_14205	0.130	0.126
R7A2020_14210	0.123	0.137
R7A2020_14215	0.142	0.125
R7A2020_14220	0.159	0.160
R7A2020_14225	0.142	0.138
R7A2020_14230	0.202	0.134
R7A2020_14235	0.132	0.102
R7A2020_14240	0.116	0.122
R7A2020_14245	0.082	0.067
R7A2020_14245	0.082	0.067
R7A2020_14250	0.138	0.142
R7A2020_14255	0.171	0.150
R7A2020_14260	0.106	0.093
R7A2020_14265	0.108	0.088
R7A2020_14270	0.181	0.162
R7A2020_14275	0.130	0.125
R7A2020_14280	0.171	0.138
R7A2020_14285	0.145	0.092
R7A2020_14290	0.098	0.078
R7A2020_14295	0.109	0.135
R7A2020_14300	0.234	0.172
R7A2020_14305	0.220	0.224
R7A2020_14310	0.180	0.182
R7A2020_14315	0.154	0.146
R7A2020_14320	0.025	0.050
R7A2020_14320	0.025	0.050
R7A2020_14325	0.152	0.214
R7A2020_14330	0.192	0.128
R7A2020_14335	0.167	0.154
R7A2020_14340	0.163	0.124
R7A2020_14345	0.133	0.140
R7A2020_14350	0.138	0.140
R7A2020_14355	0.134	0.149
R7A2020_14360	0.174	0.187
R7A2020_14365	0.089	0.099
R7A2020_14370	0.088	0.108
R7A2020_14375	0.176	0.149
R7A2020_14380	0.181	0.171
R7A2020_14385	0.175	0.136
R7A2020_14390	0.170	0.142
R7A2020_14395	0.156	0.144
R7A2020_14400	0.135	0.130
R7A2020_14405	0.131	0.102
R7A2020_14410	0.102	0.118
R7A2020_14415	0.160	0.144
R7A2020_14420	0.154	0.145
R7A2020_14425	0.106	0.118
R7A2020_14430	0.075	0.092
R7A2020_14435	0.130	0.106
R7A2020_14440	0.102	0.107
R7A2020_14445	0.142	0.113
R7A2020_14450	0.128	0.208
R7A2020_14455	0.154	0.158
R7A2020_14460	0.114	0.114
R7A2020_14465	0.095	0.113
R7A2020_14470	0.141	0.123
R7A2020_14475	0.173	0.173
R7A2020_14480	0.132	0.125
R7A2020_14485	0.136	0.128
R7A2020_14490	0.157	0.170
R7A2020_14495	0.146	0.137
R7A2020_14500	0.099	0.108
R7A2020_14505	0.164	0.170
R7A2020_14510	0.115	0.144
R7A2020_14515	0.154	0.161
R7A2020_14520	0.148	0.118
R7A2020_14525	0.171	0.166
R7A2020_14530	0.083	0.158
R7A2020_14535	0.115	0.155
R7A2020_14540	0.135	0.141
R7A2020_14545	0.157	0.165
R7A2020_14550	0.169	0.172
R7A2020_14555	0.169	0.157
R7A2020_14560	0.176	0.136
R7A2020_14565	0.123	0.128
R7A2020_14570	0.149	0.146
R7A2020_14575	0.119	0.126
R7A2020_14580	0.115	0.121
R7A2020_14585	0.139	0.161
R7A2020_14590	0.146	0.135
R7A2020_14595	0.116	0.131
R7A2020_14600	0.160	0.127
R7A2020_14605	0.152	0.155
R7A2020_14610	0.117	0.141
R7A2020_14615	0.151	0.139
R7A2020_14620	0.098	0.098
R7A2020_14625	0.122	0.130
R7A2020_14630	0.152	0.147
R7A2020_14635	0.156	0.148
R7A2020_14640	0.138	0.158
R7A2020_14645	0.158	0.123
R7A2020_14650	0.145	0.139
R7A2020_14655	0.148	0.144
R7A2020_14660	0.148	0.150
R7A2020_14665	0.133	0.153
R7A2020_14670	0.149	0.138
R7A2020_14675	0.129	0.119
R7A2020_14680	0.138	0.140
R7A2020_14685	0.151	0.152
R7A2020_14690	0.131	0.150
R7A2020_14695	0.156	0.142
R7A2020_14700	0.083	0.077
R7A2020_14705	0.110	0.115
R7A2020_14710	0.182	0.146
R7A2020_14715	0.068	0.051
R7A2020_14715	0.068	0.051
R7A2020_14715	0.068	0.051
R7A2020_14720	0.150	0.120
R7A2020_14725	0.146	0.144
R7A2020_14730	0.163	0.175
R7A2020_14735	0.164	0.145
R7A2020_14740	0.130	0.142
R7A2020_14745	0.101	0.128
R7A2020_14750	0.165	0.164
R7A2020_14755	0.180	0.172
R7A2020_14760	0.158	0.150
R7A2020_14765	0.193	0.181
R7A2020_14770	0.178	0.151
R7A2020_14775	0.127	0.123
R7A2020_14780	0.160	0.163
R7A2020_14785	0.139	0.133
R7A2020_14790	0.139	0.085
R7A2020_14795	0.151	0.160
R7A2020_14800	0.162	0.158
R7A2020_14805	0.110	0.128
R7A2020_14810	0.172	0.217
R7A2020_14815	0.169	0.172
R7A2020_14820	0.195	0.169
R7A2020_14825	0.169	0.167
R7A2020_14830	0.144	0.145
R7A2020_14835	0.173	0.168
R7A2020_14840	0.114	0.116
R7A2020_14845	0.179	0.184
R7A2020_14850	0.161	0.139
R7A2020_14855	0.158	0.182
R7A2020_14860	0.148	0.172
R7A2020_14865	0.166	0.153
R7A2020_14870	0.120	0.122
R7A2020_14875	0.140	0.110
R7A2020_14880	0.157	0.160
R7A2020_14885	0.181	0.181
R7A2020_14890	0.155	0.155
R7A2020_14895	0.128	0.087
R7A2020_14900	0.139	0.113
R7A2020_14905	0.138	0.144
R7A2020_14910	0.206	0.186
R7A2020_14915	0.154	0.125
R7A2020_14920	0.134	0.115
R7A2020_14925	0.117	0.125
R7A2020_14930	0.178	0.179
R7A2020_14935	0.153	0.159
R7A2020_14940	0.135	0.143
R7A2020_14945	0.168	0.129
R7A2020_14950	0.029	0.027
R7A2020_14955	0.152	0.139
R7A2020_14960	0.158	0.159
R7A2020_14965	0.113	0.072
R7A2020_14970	0.123	0.142
R7A2020_14975	0.070	0.091
R7A2020_14980	0.137	0.146
R7A2020_14985	0.076	0.096
R7A2020_14990	0.222	0.182
R7A2020_14995	0.185	0.152
R7A2020_15000	0.136	0.131
R7A2020_15005	0.147	0.140
R7A2020_15010	0.144	0.114
R7A2020_15015	0.176	0.147
R7A2020_15020	0.160	0.159
R7A2020_15025	0.155	0.146
R7A2020_15030	0.190	0.212
R7A2020_15035	0.181	0.179
R7A2020_15040	0.109	0.094
R7A2020_15045	0.101	0.086
R7A2020_15050	0.156	0.170
R7A2020_15055	0.171	0.163
R7A2020_15060	0.141	0.098
R7A2020_15065	0.130	0.129
R7A2020_15070	0.186	0.167
R7A2020_15075	0.134	0.148
R7A2020_15080	0.187	0.188
R7A2020_15085	0.023	0.034
R7A2020_15090	0.087	0.055
R7A2020_15095	0.053	0.071
R7A2020_15100	0.099	0.085
R7A2020_15105	0.167	0.151
R7A2020_15110	0.145	0.158
R7A2020_15115	0.167	0.166
R7A2020_15120	0.154	0.099
R7A2020_15125	0.116	0.129
R7A2020_15130	0.123	0.101
R7A2020_15135	0.121	0.123
R7A2020_15140	0.000	0.000
R7A2020_15145	0.131	0.135
R7A2020_15150	0.105	0.105
R7A2020_15155	0.103	0.096
R7A2020_15160	0.036	0.033
R7A2020_15165	0.001	0.001
R7A2020_15170	0.003	0.000
R7A2020_15175	0.001	0.002
R7A2020_15180	0.000	0.000
R7A2020_15185	0.002	0.000
R7A2020_15190	0.000	0.000
R7A2020_15195	0.001	0.000
R7A2020_15200	0.001	0.001
R7A2020_15205	0.000	0.000
R7A2020_15210	0.095	0.118
R7A2020_15215	0.002	0.004
R7A2020_15220	0.000	0.000
R7A2020_15225	0.001	0.000
R7A2020_15230	0.004	0.005
R7A2020_15235	0.007	0.008
R7A2020_15240	0.165	0.150
R7A2020_15245	0.002	0.003
R7A2020_15250	0.162	0.172
R7A2020_15255	0.166	0.126
R7A2020_15260	0.094	0.114
R7A2020_15265	0.157	0.144
R7A2020_15270	0.160	0.146
R7A2020_15275	0.139	0.143
R7A2020_15280	0.146	0.136
R7A2020_15285	0.131	0.149
R7A2020_15290	0.170	0.154
R7A2020_15295	0.077	0.066
R7A2020_15300	0.095	0.076
R7A2020_15305	0.079	0.117
R7A2020_15305	0.079	0.117
R7A2020_15310	0.108	0.120
R7A2020_15315	0.108	0.114
R7A2020_15320	0.148	0.164
R7A2020_15325	0.144	0.157
R7A2020_15330	0.146	0.131
R7A2020_15335	0.156	0.147
R7A2020_15340	0.142	0.146
R7A2020_15345	0.156	0.175
R7A2020_15350	0.056	0.067
R7A2020_15355	0.143	0.145
R7A2020_15360	0.149	0.129
R7A2020_15365	0.129	0.123
R7A2020_15370	0.114	0.097
R7A2020_15375	0.146	0.146
R7A2020_15380	0.147	0.162
R7A2020_15385	0.029	0.022
R7A2020_15390	0.106	0.095
R7A2020_15395	0.157	0.119
R7A2020_15400	0.177	0.151
R7A2020_15405	0.201	0.198
R7A2020_15410	0.104	0.118
R7A2020_15415	0.145	0.119
R7A2020_15420	0.155	0.155
R7A2020_15425	0.177	0.134
R7A2020_15430	0.105	0.105
R7A2020_15435	0.135	0.053
R7A2020_15440	0.157	0.164
R7A2020_15445	0.167	0.146
R7A2020_15450	0.131	0.112
R7A2020_15455	0.149	0.119
R7A2020_15460	0.126	0.119
R7A2020_15465	0.142	0.146
R7A2020_15470	0.147	0.132
R7A2020_15475	0.126	0.126
R7A2020_15480	0.087	0.094
R7A2020_15485	0.139	0.142
R7A2020_15490	0.135	0.161
R7A2020_15495	0.114	0.114
R7A2020_15500	0.079	0.087
R7A2020_15505	0.121	0.116
R7A2020_15510	0.178	0.191
R7A2020_15515	0.198	0.194
R7A2020_15520	0.036	0.036
R7A2020_15525	0.154	0.154
R7A2020_15530	0.000	0.000
R7A2020_15535	0.128	0.184
R7A2020_15540	0.158	0.162
R7A2020_15545	0.177	0.155
R7A2020_15550	0.222	0.197
R7A2020_15555	0.148	0.131
R7A2020_15560	0.250	0.174
R7A2020_15565	0.002	0.002
R7A2020_15570	0.120	0.132
R7A2020_15575	0.002	0.005
R7A2020_15580	0.118	0.101
R7A2020_15585	0.148	0.105
R7A2020_15590	0.191	0.142
R7A2020_15595	0.155	0.112
R7A2020_15600	0.137	0.139
R7A2020_15605	0.074	0.053
R7A2020_15610	0.030	0.033
R7A2020_15615	0.144	0.116
R7A2020_15620	0.160	0.165
R7A2020_15625	0.200	0.190
R7A2020_15630	0.269	0.205
R7A2020_15635	0.165	0.148
R7A2020_15640	0.123	0.149
R7A2020_15645	0.181	0.165
R7A2020_15650	0.213	0.182
R7A2020_15655	0.148	0.151
R7A2020_15660	0.131	0.151
R7A2020_15665	0.173	0.200
R7A2020_15670	0.141	0.155
R7A2020_15675	0.179	0.175
R7A2020_15680	0.204	0.183
R7A2020_15685	0.219	0.205
R7A2020_15690	0.155	0.152
R7A2020_15695	0.160	0.144
R7A2020_15700	0.203	0.180
R7A2020_15705	0.140	0.151
R7A2020_15710	0.110	0.103
R7A2020_15715	0.163	0.144
R7A2020_15720	0.103	0.083
R7A2020_15725	0.181	0.194
R7A2020_15730	0.171	0.177
R7A2020_15735	0.140	0.123
R7A2020_15740	0.207	0.178
R7A2020_15745	0.159	0.161
R7A2020_15750	0.131	0.131
R7A2020_15755	0.138	0.140
R7A2020_15760	0.135	0.124
R7A2020_15765	0.089	0.084
R7A2020_15770	0.094	0.108
R7A2020_15775	0.175	0.185
R7A2020_15780	0.136	0.133
R7A2020_15785	0.145	0.193
R7A2020_15790	0.160	0.137
R7A2020_15795	0.204	0.199
R7A2020_15800	0.182	0.165
R7A2020_15805	0.171	0.169
R7A2020_15810	0.106	0.015
R7A2020_15815	0.135	0.145
R7A2020_15820	0.003	0.005
R7A2020_15825	0.003	0.003
R7A2020_15830	0.002	0.000
R7A2020_15835	0.135	0.135
R7A2020_15840	0.000	0.002
R7A2020_15845	0.130	0.130
R7A2020_15850	0.002	0.001
R7A2020_15855	0.000	0.002
R7A2020_15860	0.002	0.000
R7A2020_15865	0.002	0.000
R7A2020_15870	0.000	0.000
R7A2020_15875	0.011	0.014
R7A2020_15880	0.006	0.010
R7A2020_15885	0.002	0.006
R7A2020_15890	0.123	0.134
R7A2020_15895	0.173	0.170
R7A2020_15900	0.000	0.003
R7A2020_15905	0.002	0.010
R7A2020_15910	0.000	0.000
R7A2020_15915	0.000	0.001
R7A2020_15920	0.026	0.029
R7A2020_15925	0.000	0.000
R7A2020_15930	0.140	0.111
R7A2020_15935	0.000	0.000
R7A2020_15940	0.000	0.000
R7A2020_15945	0.000	0.002
R7A2020_15950	0.006	0.015
R7A2020_15955	0.000	0.000
R7A2020_15960	0.000	0.000
R7A2020_15965	0.000	0.000
R7A2020_15970	0.000	0.000
R7A2020_15975	0.001	0.007
R7A2020_15980	0.164	0.121
R7A2020_15985	0.173	0.136
R7A2020_15990	0.165	0.125
R7A2020_15995	0.177	0.198
R7A2020_16000	0.001	0.001
R7A2020_16005	0.001	0.000
R7A2020_16010	0.003	0.000
R7A2020_16015	0.167	0.143
R7A2020_16020	0.124	0.132
R7A2020_16025	0.006	0.008
R7A2020_16030	0.000	0.000
