locus_tag	ins_index.NSES	ins_index.WTES
R7A2020_28025	0.106	0.111
R7A2020_28030	0.109	0.109
R7A2020_28035	0.135	0.162
R7A2020_28040	0.143	0.126
R7A2020_28045	0.139	0.122
R7A2020_28050	0.106	0.101
R7A2020_28055	0.172	0.157
R7A2020_28060	0.110	0.108
R7A2020_28065	0.119	0.121
R7A2020_28070	0.104	0.092
R7A2020_28075	0.084	0.095
R7A2020_28080	0.101	0.109
R7A2020_28085	0.118	0.120
R7A2020_28090	0.075	0.047
R7A2020_28090	0.075	0.047
R7A2020_28095	0.120	0.125
R7A2020_28100	0.108	0.143
R7A2020_28105	0.084	0.087
R7A2020_28110	0.071	0.081
R7A2020_28115	0.104	0.100
R7A2020_28120	0.119	0.109
R7A2020_28125	0.151	0.118
R7A2020_28130	0.128	0.145
R7A2020_28135	0.135	0.099
R7A2020_28140	0.155	0.110
R7A2020_28145	0.116	0.110
R7A2020_28150	0.142	0.165
R7A2020_28155	0.187	0.171
R7A2020_28160	0.143	0.141
R7A2020_28165	0.178	0.194
R7A2020_28170	0.150	0.151
R7A2020_28175	0.100	0.079
R7A2020_28180	0.129	0.114
R7A2020_28185	0.160	0.144
R7A2020_28190	0.144	0.149
R7A2020_28195	0.131	0.128
R7A2020_28200	0.123	0.128
R7A2020_28205	0.130	0.133
R7A2020_28210	0.135	0.113
R7A2020_28215	0.122	0.127
R7A2020_28220	0.124	0.096
R7A2020_28225	0.087	0.073
R7A2020_28230	0.127	0.123
R7A2020_28235	0.114	0.152
R7A2020_28240	0.127	0.127
R7A2020_28245	0.123	0.127
R7A2020_28250	0.100	0.120
R7A2020_28255	0.155	0.169
R7A2020_28260	0.151	0.151
R7A2020_28265	0.161	0.175
R7A2020_28270	0.140	0.140
R7A2020_28275	0.000	0.000
R7A2020_28280	0.145	0.120
R7A2020_28285	0.045	0.025
R7A2020_28290	0.160	0.141
R7A2020_28295	0.019	0.025
R7A2020_28300	0.182	0.172
R7A2020_28305	0.116	0.125
R7A2020_28310	0.152	0.141
R7A2020_28315	0.114	0.106
R7A2020_28320	0.203	0.188
R7A2020_28325	0.215	0.175
R7A2020_28330	0.180	0.180
R7A2020_28335	0.174	0.203
R7A2020_28340	0.116	0.098
R7A2020_28345	0.151	0.162
R7A2020_28350	0.148	0.131
R7A2020_28355	0.163	0.164
R7A2020_28360	0.127	0.113
R7A2020_28365	0.129	0.115
R7A2020_28370	0.107	0.102
R7A2020_28375	0.085	0.119
R7A2020_28380	0.152	0.153
R7A2020_28385	0.144	0.146
R7A2020_28390	0.142	0.137
R7A2020_28395	0.129	0.135
R7A2020_28400	0.034	0.022
R7A2020_28405	0.175	0.166
R7A2020_28410	0.121	0.131
R7A2020_28415	0.168	0.165
R7A2020_28420	0.177	0.185
R7A2020_28425	0.182	0.172
R7A2020_28430	0.170	0.152
R7A2020_28435	0.176	0.163
R7A2020_28440	0.145	0.092
R7A2020_28445	0.181	0.147
R7A2020_28450	0.182	0.151
R7A2020_28455	0.165	0.129
R7A2020_28460	0.146	0.124
R7A2020_28465	0.101	0.092
R7A2020_28470	0.088	0.072
R7A2020_28475	0.084	0.072
R7A2020_28480	0.115	0.088
R7A2020_28485	0.129	0.099
R7A2020_28490	0.091	0.077
R7A2020_28495	0.087	0.079
R7A2020_28500	0.127	0.112
R7A2020_28505	0.132	0.088
R7A2020_28510	0.245	0.138
R7A2020_28515	0.196	0.147
R7A2020_28520	0.131	0.112
R7A2020_28525	0.115	0.100
R7A2020_28530	0.106	0.092
R7A2020_28535	0.181	0.140
R7A2020_28540	0.107	0.081
R7A2020_28545	0.110	0.099
R7A2020_28550	0.179	0.137
R7A2020_28555	0.090	0.138
R7A2020_28560	0.111	0.083
R7A2020_28565	0.153	0.127
R7A2020_28570	0.121	0.109
R7A2020_28575	0.136	0.126
R7A2020_28580	0.123	0.104
R7A2020_28585	0.122	0.117
R7A2020_28590	0.321	0.298
R7A2020_28595	0.175	0.159
R7A2020_28600	0.152	0.150
R7A2020_28605	0.173	0.168
R7A2020_28610	0.183	0.152
R7A2020_28615	0.152	0.134
R7A2020_28620	0.164	0.145
R7A2020_28625	0.148	0.154
R7A2020_28630	0.000	0.000
R7A2020_28635	0.086	0.133
R7A2020_28640	0.000	0.000
R7A2020_28645	0.114	0.130
R7A2020_28650	0.112	0.117
R7A2020_28650	0.112	0.117
R7A2020_28655	0.164	0.109
R7A2020_28660	0.115	0.140
R7A2020_28665	0.000	0.000
R7A2020_28670	0.002	0.006
R7A2020_28675	0.129	0.100
R7A2020_28680	0.177	0.175
R7A2020_28685	0.158	0.143
R7A2020_28690	0.181	0.160
R7A2020_28695	0.195	0.183
R7A2020_28700	0.143	0.142
R7A2020_28705	0.160	0.127
R7A2020_28710	0.152	0.134
R7A2020_28715	0.155	0.153
R7A2020_28720	0.158	0.149
R7A2020_28725	0.136	0.140
R7A2020_28730	0.172	0.139
R7A2020_28735	0.122	0.116
R7A2020_28740	0.147	0.136
R7A2020_28745	0.015	0.000
R7A2020_30980	0.101	0.145
R7A2020_30985	0.130	0.117
R7A2020_30990	0.161	0.172
R7A2020_30995	0.106	0.090
R7A2020_31000	0.182	0.174
R7A2020_31005	0.170	0.161
R7A2020_31010	0.157	0.132
R7A2020_31015	0.155	0.157
R7A2020_31020	0.135	0.124
R7A2020_31025	0.136	0.126
R7A2020_31030	0.183	0.170
R7A2020_31035	0.149	0.136
R7A2020_31040	0.133	0.119
R7A2020_31045	0.135	0.117
R7A2020_31050	0.190	0.177
R7A2020_31055	0.199	0.196
R7A2020_31060	0.170	0.168
R7A2020_31065	0.184	0.190
R7A2020_31070	0.176	0.154
R7A2020_31075	0.183	0.204
R7A2020_31080	0.203	0.196
R7A2020_31085	0.167	0.180
R7A2020_31090	0.197	0.195
R7A2020_31095	0.042	0.063
R7A2020_31100	0.148	0.164
R7A2020_31105	0.086	0.092
R7A2020_31110	0.183	0.181
R7A2020_31115	0.107	0.118
R7A2020_31120	0.159	0.170
R7A2020_31125	0.178	0.190
R7A2020_31130	0.176	0.150
R7A2020_31135	0.150	0.135
R7A2020_31140	0.155	0.123
R7A2020_31145	0.127	0.121
R7A2020_31150	0.130	0.164
R7A2020_31155	0.149	0.156
R7A2020_31160	0.195	0.179
R7A2020_31165	0.164	0.146
R7A2020_31170	0.133	0.142
R7A2020_31175	0.216	0.194
R7A2020_31180	0.136	0.155
R7A2020_31185	0.198	0.172
R7A2020_31190	0.162	0.152
R7A2020_31195	0.164	0.159
R7A2020_31200	0.163	0.140
R7A2020_31205	0.123	0.102
R7A2020_31210	0.141	0.109
R7A2020_31215	0.067	0.072
R7A2020_31220	0.096	0.086
R7A2020_31225	0.191	0.167
R7A2020_31230	0.214	0.182
R7A2020_31235	0.153	0.144
R7A2020_31240	0.173	0.170
R7A2020_31245	0.182	0.167
R7A2020_31250	0.188	0.165
R7A2020_31255	0.107	0.101
R7A2020_31260	0.085	0.091
R7A2020_31265	0.230	0.209
R7A2020_31270	0.146	0.188
R7A2020_31275	0.178	0.188
R7A2020_31280	0.000	0.000
R7A2020_31285	0.126	0.087
R7A2020_31290	0.000	0.000
R7A2020_31295	0.200	0.156
R7A2020_31300	0.020	0.010
R7A2020_31305	0.023	0.032
R7A2020_31310	0.143	0.151
R7A2020_31315	0.171	0.182
R7A2020_31320	0.138	0.108
R7A2020_31325	0.186	0.156
R7A2020_31330	0.183	0.148
R7A2020_31335	0.170	0.159
R7A2020_31340	0.000	0.000
R7A2020_31345	0.228	0.203
R7A2020_31350	0.180	0.215
R7A2020_31355	0.170	0.161
R7A2020_31360	0.139	0.151
R7A2020_31365	0.145	0.125
R7A2020_31370	0.168	0.151
R7A2020_31375	0.185	0.179
R7A2020_31380	0.211	0.228
R7A2020_31385	0.179	0.173
R7A2020_31390	0.167	0.170
R7A2020_31395	0.116	0.141
R7A2020_31400	0.195	0.192
R7A2020_31405	0.206	0.197
R7A2020_31410	0.178	0.166
R7A2020_31415	0.217	0.219
R7A2020_31420	0.162	0.167
R7A2020_31425	0.106	0.048
R7A2020_31430	0.131	0.144
R7A2020_31435	0.168	0.171
R7A2020_31440	0.167	0.172
R7A2020_31445	0.211	0.214
R7A2020_31450	0.195	0.193
R7A2020_31455	0.246	0.242
R7A2020_31460	0.146	0.142
R7A2020_31465	0.184	0.178
R7A2020_31470	0.164	0.157
R7A2020_31475	0.180	0.180
R7A2020_31480	0.134	0.165
R7A2020_31485	0.193	0.183
R7A2020_31490	0.184	0.170
R7A2020_31495	0.124	0.131
R7A2020_31500	0.066	0.046
R7A2020_31500	0.066	0.046
R7A2020_31500	0.066	0.046
R7A2020_31505	0.192	0.181
R7A2020_31510	0.149	0.141
R7A2020_31515	0.196	0.179
R7A2020_31520	0.248	0.205
R7A2020_31525	0.164	0.146
R7A2020_31530	0.206	0.179
R7A2020_31535	0.155	0.138
R7A2020_31540	0.000	0.000
