locus_tag	ins_index.NSTY	ins_index.WTTY
R7A2020_11990	0.015	0.062
R7A2020_11995	0.036	0.041
R7A2020_12000	0.066	0.066
R7A2020_12005	0.052	0.056
R7A2020_12010	0.061	0.074
R7A2020_12015	0.060	0.037
R7A2020_12020	0.041	0.037
R7A2020_12025	0.059	0.045
R7A2020_12030	0.028	0.053
R7A2020_12035	0.046	0.055
R7A2020_12040	0.039	0.055
R7A2020_12045	0.042	0.043
R7A2020_12050	0.044	0.037
R7A2020_12055	0.044	0.073
R7A2020_12060	0.044	0.055
R7A2020_12065	0.024	0.024
R7A2020_12065	0.024	0.024
R7A2020_12070	0.027	0.016
R7A2020_12075	0.031	0.037
R7A2020_12080	0.031	0.040
R7A2020_12085	0.022	0.051
R7A2020_12090	0.046	0.045
R7A2020_12095	0.040	0.047
R7A2020_12100	0.041	0.058
R7A2020_12105	0.040	0.042
R7A2020_12110	0.046	0.038
R7A2020_12115	0.040	0.048
R7A2020_12120	0.066	0.042
R7A2020_12125	0.031	0.043
R7A2020_12130	0.051	0.059
R7A2020_12135	0.047	0.050
R7A2020_12140	0.038	0.043
R7A2020_12145	0.039	0.045
R7A2020_12150	0.044	0.044
R7A2020_12155	0.025	0.022
R7A2020_12160	0.037	0.047
R7A2020_12165	0.026	0.027
R7A2020_12165	0.026	0.027
R7A2020_12165	0.026	0.027
R7A2020_12170	0.020	0.013
R7A2020_12175	0.030	0.033
R7A2020_12180	0.034	0.035
R7A2020_12185	0.037	0.045
R7A2020_12190	0.045	0.055
R7A2020_12195	0.046	0.061
R7A2020_12200	0.038	0.040
R7A2020_12205	0.057	0.049
R7A2020_12210	0.042	0.048
R7A2020_12215	0.052	0.058
R7A2020_12220	0.046	0.054
R7A2020_12225	0.042	0.044
R7A2020_12230	0.034	0.031
R7A2020_12235	0.050	0.048
R7A2020_12240	0.035	0.028
R7A2020_12245	0.040	0.041
R7A2020_12250	0.051	0.054
R7A2020_12255	0.064	0.090
R7A2020_12260	0.041	0.058
R7A2020_12265	0.037	0.059
R7A2020_12270	0.055	0.056
R7A2020_12275	0.057	0.037
R7A2020_12280	0.053	0.059
R7A2020_12285	0.038	0.048
R7A2020_12290	0.021	0.035
R7A2020_12295	0.055	0.050
R7A2020_12300	0.052	0.048
R7A2020_12305	0.029	0.043
R7A2020_12310	0.056	0.055
R7A2020_12315	0.045	0.041
R7A2020_12320	0.042	0.025
R7A2020_12325	0.058	0.048
R7A2020_12330	0.034	0.038
R7A2020_12335	0.038	0.054
R7A2020_12340	0.028	0.052
R7A2020_12345	0.063	0.058
R7A2020_12350	0.053	0.029
R7A2020_12355	0.060	0.053
R7A2020_12360	0.040	0.030
R7A2020_12365	0.050	0.060
R7A2020_12370	0.051	0.045
R7A2020_12375	0.055	0.039
R7A2020_12380	0.045	0.074
R7A2020_12385	0.052	0.053
R7A2020_12390	0.055	0.053
R7A2020_12395	0.059	0.063
R7A2020_12400	0.057	0.049
R7A2020_12405	0.066	0.050
R7A2020_12410	0.063	0.078
R7A2020_12415	0.066	0.049
R7A2020_12420	0.062	0.062
R7A2020_12425	0.033	0.024
R7A2020_12430	0.041	0.029
R7A2020_12435	0.024	0.020
R7A2020_12440	0.022	0.012
R7A2020_12445	0.040	0.045
R7A2020_12450	0.028	0.065
R7A2020_12455	0.051	0.054
R7A2020_12460	0.065	0.045
R7A2020_12465	0.044	0.058
R7A2020_12470	0.050	0.058
R7A2020_12475	0.054	0.068
R7A2020_12480	0.057	0.043
R7A2020_12485	0.063	0.046
R7A2020_12490	0.055	0.061
R7A2020_12495	0.033	0.033
R7A2020_12500	0.047	0.062
R7A2020_12505	0.056	0.049
R7A2020_12510	0.043	0.050
R7A2020_12515	0.050	0.063
R7A2020_12520	0.057	0.050
R7A2020_12525	0.048	0.074
R7A2020_12530	0.047	0.034
R7A2020_12535	0.050	0.067
R7A2020_12540	0.022	0.029
R7A2020_12545	0.041	0.049
R7A2020_12550	0.042	0.027
R7A2020_12555	0.042	0.063
R7A2020_12560	0.060	0.044
R7A2020_12565	0.057	0.066
R7A2020_12570	0.042	0.065
R7A2020_12575	0.054	0.070
R7A2020_12580	0.048	0.056
R7A2020_12585	0.046	0.068
R7A2020_12590	0.059	0.056
R7A2020_12595	0.048	0.044
R7A2020_12600	0.034	0.050
R7A2020_12605	0.040	0.036
R7A2020_12610	0.098	0.055
R7A2020_12615	0.026	0.036
R7A2020_12620	0.044	0.053
R7A2020_12625	0.032	0.032
R7A2020_12630	0.022	0.026
R7A2020_12635	0.053	0.056
R7A2020_12640	0.044	0.029
R7A2020_12640	0.044	0.029
R7A2020_12645	0.026	0.030
R7A2020_12650	0.049	0.054
R7A2020_12655	0.053	0.061
R7A2020_12660	0.059	0.053
R7A2020_12665	0.028	0.073
R7A2020_12670	0.033	0.045
R7A2020_12675	0.059	0.046
R7A2020_12680	0.057	0.052
R7A2020_12685	0.025	0.046
R7A2020_12690	0.054	0.054
R7A2020_12695	0.060	0.052
R7A2020_12700	0.053	0.067
R7A2020_12705	0.048	0.058
R7A2020_12710	0.052	0.053
R7A2020_12715	0.052	0.083
R7A2020_12720	0.053	0.071
R7A2020_12725	0.047	0.066
R7A2020_12730	0.051	0.051
R7A2020_12735	0.063	0.045
R7A2020_12740	0.049	0.045
R7A2020_12745	0.026	0.040
R7A2020_12750	0.043	0.041
R7A2020_12755	0.033	0.050
R7A2020_12760	0.035	0.042
R7A2020_12765	0.066	0.066
R7A2020_12770	0.045	0.053
R7A2020_12775	0.023	0.040
R7A2020_12780	0.063	0.044
R7A2020_12785	0.047	0.025
R7A2020_12790	0.038	0.053
R7A2020_12795	0.044	0.058
R7A2020_12800	0.055	0.070
R7A2020_12805	0.055	0.072
R7A2020_12810	0.029	0.042
R7A2020_12815	0.058	0.062
R7A2020_12820	0.020	0.022
R7A2020_12825	0.008	0.020
R7A2020_12825	0.008	0.020
R7A2020_12825	0.008	0.020
R7A2020_12830	0.045	0.009
R7A2020_12830	0.045	0.009
R7A2020_12835	0.078	0.072
R7A2020_12840	0.074	0.067
R7A2020_12845	0.055	0.046
R7A2020_12850	0.052	0.038
R7A2020_12855	0.057	0.055
R7A2020_12860	0.065	0.051
R7A2020_12865	0.056	0.074
R7A2020_12870	0.074	0.079
R7A2020_12875	0.031	0.044
R7A2020_12880	0.015	0.026
R7A2020_12885	0.067	0.073
R7A2020_12890	0.058	0.072
R7A2020_12895	0.033	0.053
R7A2020_12900	0.042	0.048
R7A2020_12905	0.035	0.073
R7A2020_12910	0.051	0.060
R7A2020_12915	0.023	0.015
R7A2020_12920	0.051	0.046
R7A2020_12925	0.080	0.065
R7A2020_12930	0.071	0.047
R7A2020_12935	0.057	0.069
R7A2020_12940	0.047	0.055
R7A2020_12945	0.003	0.015
R7A2020_12950	0.043	0.025
R7A2020_12955	0.072	0.068
R7A2020_12960	0.054	0.060
R7A2020_12965	0.076	0.070
R7A2020_12970	0.058	0.060
R7A2020_12975	0.053	0.058
R7A2020_12980	0.041	0.047
R7A2020_12985	0.058	0.068
R7A2020_12990	0.079	0.059
R7A2020_12995	0.042	0.036
R7A2020_13000	0.016	0.016
R7A2020_13005	0.000	0.000
R7A2020_13010	0.033	0.055
R7A2020_13015	0.044	0.051
R7A2020_13020	0.046	0.033
R7A2020_13025	0.029	0.017
R7A2020_13030	0.046	0.038
R7A2020_13035	0.055	0.053
R7A2020_13040	0.027	0.016
R7A2020_13045	0.068	0.054
R7A2020_13050	0.038	0.050
R7A2020_13055	0.036	0.053
R7A2020_13060	0.029	0.027
R7A2020_13065	0.030	0.034
R7A2020_13070	0.018	0.009
R7A2020_13070	0.018	0.009
R7A2020_13075	0.026	0.034
R7A2020_13080	0.053	0.072
R7A2020_13085	0.025	0.034
R7A2020_13090	0.047	0.075
R7A2020_13095	0.055	0.055
R7A2020_13100	0.064	0.064
R7A2020_13105	0.096	0.077
R7A2020_13110	0.048	0.059
R7A2020_13115	0.054	0.024
R7A2020_13120	0.066	0.056
R7A2020_13125	0.054	0.059
R7A2020_13130	0.061	0.071
R7A2020_13135	0.074	0.043
R7A2020_13140	0.024	0.043
R7A2020_13145	0.060	0.044
R7A2020_13150	0.044	0.044
R7A2020_13155	0.049	0.027
R7A2020_13160	0.044	0.029
R7A2020_13165	0.056	0.055
R7A2020_13170	0.069	0.062
R7A2020_13175	0.062	0.056
R7A2020_13180	0.066	0.082
R7A2020_13185	0.071	0.059
R7A2020_13190	0.073	0.072
R7A2020_13195	0.052	0.052
R7A2020_13200	0.052	0.060
R7A2020_13205	0.069	0.066
R7A2020_13210	0.061	0.064
R7A2020_13215	0.046	0.062
R7A2020_13220	0.056	0.061
R7A2020_13225	0.045	0.056
R7A2020_13230	0.078	0.083
R7A2020_13235	0.041	0.060
R7A2020_13240	0.061	0.077
R7A2020_13245	0.034	0.039
R7A2020_13250	0.032	0.041
R7A2020_13255	0.033	0.062
R7A2020_13260	0.069	0.070
R7A2020_13265	0.030	0.029
R7A2020_13270	0.049	0.058
R7A2020_13275	0.032	0.045
R7A2020_13280	0.043	0.083
R7A2020_13285	0.073	0.062
R7A2020_13290	0.032	0.050
R7A2020_13295	0.023	0.023
R7A2020_13300	0.046	0.050
R7A2020_13305	0.062	0.060
R7A2020_13310	0.038	0.076
R7A2020_13315	0.067	0.047
R7A2020_13320	0.042	0.039
R7A2020_13325	0.054	0.049
R7A2020_13330	0.037	0.049
R7A2020_13335	0.071	0.055
R7A2020_13340	0.039	0.054
R7A2020_13345	0.054	0.064
R7A2020_13350	0.069	0.060
R7A2020_13355	0.047	0.047
R7A2020_13360	0.047	0.063
R7A2020_13365	0.044	0.049
R7A2020_13370	0.036	0.072
R7A2020_13375	0.030	0.045
R7A2020_13380	0.037	0.056
R7A2020_13385	0.053	0.053
R7A2020_13390	0.045	0.045
R7A2020_13395	0.039	0.049
R7A2020_13400	0.055	0.057
R7A2020_13405	0.046	0.056
R7A2020_13410	0.069	0.059
R7A2020_13415	0.051	0.050
R7A2020_13420	0.031	0.036
R7A2020_13425	0.052	0.042
R7A2020_13430	0.049	0.050
R7A2020_13435	0.046	0.056
R7A2020_13440	0.062	0.045
R7A2020_13445	0.043	0.052
R7A2020_13450	0.037	0.052
R7A2020_13455	0.040	0.039
R7A2020_13460	0.047	0.055
R7A2020_13465	0.030	0.061
R7A2020_13470	0.056	0.057
R7A2020_13475	0.063	0.067
R7A2020_13480	0.067	0.074
R7A2020_13485	0.047	0.050
R7A2020_13490	0.023	0.060
R7A2020_13495	0.046	0.045
R7A2020_13500	0.057	0.073
R7A2020_13505	0.033	0.062
R7A2020_13510	0.053	0.062
R7A2020_13515	0.011	0.057
R7A2020_13520	0.020	0.013
R7A2020_13520	0.020	0.013
R7A2020_13520	0.020	0.013
R7A2020_13525	0.049	0.067
R7A2020_13530	0.056	0.049
R7A2020_13535	0.044	0.050
R7A2020_13540	0.040	0.040
R7A2020_13545	0.065	0.060
R7A2020_13550	0.030	0.052
R7A2020_13555	0.049	0.064
R7A2020_13560	0.050	0.052
R7A2020_13565	0.021	0.008
R7A2020_13570	0.006	0.009
R7A2020_13575	0.046	0.035
R7A2020_13580	0.071	0.066
R7A2020_13585	0.050	0.042
R7A2020_13590	0.041	0.062
R7A2020_13595	0.022	0.033
R7A2020_13600	0.042	0.039
R7A2020_13605	0.069	0.045
R7A2020_13610	0.046	0.046
R7A2020_13615	0.055	0.049
R7A2020_13620	0.061	0.070
R7A2020_13625	0.054	0.063
R7A2020_13630	0.042	0.055
R7A2020_13635	0.044	0.061
R7A2020_13640	0.054	0.058
R7A2020_13645	0.042	0.047
R7A2020_13650	0.048	0.063
R7A2020_13655	0.047	0.056
R7A2020_13660	0.066	0.064
R7A2020_13665	0.054	0.052
R7A2020_13670	0.067	0.082
R7A2020_13675	0.051	0.054
R7A2020_13680	0.023	0.031
R7A2020_13685	0.025	0.025
R7A2020_13690	0.046	0.063
R7A2020_13695	0.038	0.044
R7A2020_13700	0.053	0.072
R7A2020_13705	0.000	0.004
R7A2020_13710	0.065	0.065
R7A2020_13715	0.044	0.049
R7A2020_13720	0.045	0.044
R7A2020_13725	0.040	0.058
R7A2020_13730	0.058	0.050
R7A2020_13735	0.077	0.058
R7A2020_13740	0.071	0.055
R7A2020_13745	0.055	0.062
R7A2020_13750	0.075	0.056
R7A2020_13755	0.054	0.043
R7A2020_13760	0.081	0.047
R7A2020_13765	0.057	0.074
R7A2020_13770	0.074	0.089
R7A2020_13775	0.037	0.049
R7A2020_13780	0.044	0.053
R7A2020_13785	0.048	0.058
R7A2020_13790	0.060	0.068
R7A2020_13795	0.045	0.056
R7A2020_13800	0.057	0.072
R7A2020_13805	0.027	0.025
R7A2020_13810	0.059	0.079
R7A2020_13815	0.032	0.049
R7A2020_13820	0.044	0.052
R7A2020_13825	0.067	0.073
R7A2020_13830	0.046	0.062
R7A2020_13835	0.043	0.047
R7A2020_13840	0.044	0.036
R7A2020_13845	0.062	0.088
R7A2020_13850	0.058	0.051
R7A2020_13855	0.060	0.064
R7A2020_13860	0.053	0.064
R7A2020_13865	0.033	0.039
R7A2020_13870	0.061	0.065
R7A2020_13875	0.054	0.054
R7A2020_13880	0.044	0.035
R7A2020_13885	0.053	0.038
R7A2020_13890	0.034	0.032
R7A2020_13895	0.037	0.033
R7A2020_13900	0.059	0.066
R7A2020_13905	0.044	0.060
R7A2020_13910	0.039	0.056
R7A2020_13915	0.017	0.012
R7A2020_13920	0.053	0.072
R7A2020_13925	0.035	0.037
R7A2020_13930	0.058	0.061
R7A2020_13935	0.064	0.063
R7A2020_13940	0.043	0.044
R7A2020_13945	0.052	0.047
R7A2020_13950	0.044	0.059
R7A2020_13955	0.058	0.053
R7A2020_13960	0.054	0.057
R7A2020_13965	0.051	0.060
R7A2020_13970	0.062	0.050
R7A2020_13975	0.067	0.047
R7A2020_13980	0.064	0.102
R7A2020_13985	0.069	0.066
R7A2020_13990	0.042	0.038
R7A2020_13995	0.038	0.044
R7A2020_14000	0.036	0.061
R7A2020_14005	0.046	0.056
R7A2020_14010	0.047	0.057
R7A2020_14015	0.047	0.053
R7A2020_14020	0.067	0.077
R7A2020_14025	0.047	0.054
R7A2020_14030	0.042	0.049
R7A2020_14035	0.070	0.090
R7A2020_14040	0.063	0.070
R7A2020_14045	0.069	0.053
R7A2020_14050	0.059	0.048
R7A2020_14055	0.053	0.056
R7A2020_14055	0.053	0.056
R7A2020_14060	0.036	0.037
R7A2020_14065	0.036	0.043
R7A2020_14070	0.031	0.066
R7A2020_14075	0.064	0.087
R7A2020_14080	0.037	0.042
R7A2020_14085	0.045	0.046
R7A2020_14090	0.092	0.080
R7A2020_14095	0.012	0.035
R7A2020_14095	0.012	0.035
R7A2020_14100	0.047	0.063
R7A2020_14105	0.059	0.056
R7A2020_14110	0.056	0.063
R7A2020_14115	0.038	0.048
R7A2020_14120	0.040	0.065
R7A2020_14125	0.037	0.040
R7A2020_14130	0.054	0.060
R7A2020_14135	0.043	0.061
R7A2020_14140	0.051	0.051
R7A2020_14145	0.053	0.052
R7A2020_14150	0.052	0.053
R7A2020_14155	0.048	0.062
R7A2020_14160	0.039	0.044
R7A2020_14165	0.056	0.056
R7A2020_14170	0.044	0.044
R7A2020_14175	0.047	0.053
R7A2020_14180	0.026	0.032
R7A2020_14185	0.075	0.066
R7A2020_14190	0.089	0.065
R7A2020_14195	0.052	0.052
R7A2020_14200	0.054	0.047
R7A2020_14205	0.033	0.042
R7A2020_14210	0.055	0.046
R7A2020_14215	0.042	0.059
R7A2020_14220	0.062	0.054
R7A2020_14225	0.043	0.048
R7A2020_14230	0.058	0.046
R7A2020_14235	0.036	0.025
R7A2020_14240	0.041	0.046
R7A2020_14245	0.031	0.031
R7A2020_14245	0.031	0.031
R7A2020_14250	0.048	0.052
R7A2020_14255	0.065	0.054
R7A2020_14260	0.024	0.037
R7A2020_14265	0.039	0.029
R7A2020_14270	0.057	0.066
R7A2020_14275	0.035	0.055
R7A2020_14280	0.067	0.038
R7A2020_14285	0.029	0.023
R7A2020_14290	0.048	0.025
R7A2020_14295	0.042	0.083
R7A2020_14300	0.047	0.063
R7A2020_14305	0.087	0.102
R7A2020_14310	0.065	0.068
R7A2020_14315	0.047	0.047
R7A2020_14320	0.008	0.017
R7A2020_14320	0.008	0.017
R7A2020_14325	0.062	0.095
R7A2020_14330	0.084	0.064
R7A2020_14335	0.059	0.069
R7A2020_14340	0.039	0.039
R7A2020_14345	0.048	0.041
R7A2020_14350	0.052	0.044
R7A2020_14355	0.034	0.054
R7A2020_14360	0.083	0.061
R7A2020_14365	0.034	0.039
R7A2020_14370	0.038	0.038
R7A2020_14375	0.063	0.060
R7A2020_14380	0.048	0.054
R7A2020_14385	0.040	0.028
R7A2020_14390	0.070	0.050
R7A2020_14395	0.050	0.056
R7A2020_14400	0.046	0.047
R7A2020_14405	0.036	0.025
R7A2020_14410	0.025	0.050
R7A2020_14415	0.053	0.063
R7A2020_14420	0.052	0.064
R7A2020_14425	0.038	0.042
R7A2020_14430	0.032	0.033
R7A2020_14435	0.039	0.047
R7A2020_14440	0.023	0.036
R7A2020_14445	0.064	0.021
R7A2020_14450	0.040	0.074
R7A2020_14455	0.063	0.042
R7A2020_14460	0.024	0.053
R7A2020_14465	0.045	0.050
R7A2020_14470	0.049	0.047
R7A2020_14475	0.057	0.057
R7A2020_14480	0.040	0.040
R7A2020_14485	0.068	0.050
R7A2020_14490	0.050	0.062
R7A2020_14495	0.045	0.043
R7A2020_14500	0.033	0.047
R7A2020_14505	0.055	0.040
R7A2020_14510	0.045	0.067
R7A2020_14515	0.046	0.067
R7A2020_14520	0.068	0.045
R7A2020_14525	0.053	0.064
R7A2020_14530	0.030	0.060
R7A2020_14535	0.048	0.048
R7A2020_14540	0.037	0.034
R7A2020_14545	0.045	0.058
R7A2020_14550	0.054	0.057
R7A2020_14555	0.067	0.067
R7A2020_14560	0.052	0.037
R7A2020_14565	0.043	0.045
R7A2020_14570	0.039	0.045
R7A2020_14575	0.038	0.031
R7A2020_14580	0.043	0.049
R7A2020_14585	0.045	0.056
R7A2020_14590	0.044	0.040
R7A2020_14595	0.039	0.035
R7A2020_14600	0.061	0.040
R7A2020_14605	0.055	0.046
R7A2020_14610	0.029	0.066
R7A2020_14615	0.035	0.055
R7A2020_14620	0.024	0.029
R7A2020_14625	0.048	0.038
R7A2020_14630	0.048	0.060
R7A2020_14635	0.058	0.052
R7A2020_14640	0.042	0.053
R7A2020_14645	0.060	0.045
R7A2020_14650	0.059	0.058
R7A2020_14655	0.061	0.067
R7A2020_14660	0.054	0.053
R7A2020_14665	0.048	0.060
R7A2020_14670	0.045	0.049
R7A2020_14675	0.041	0.047
R7A2020_14680	0.040	0.048
R7A2020_14685	0.053	0.045
R7A2020_14690	0.058	0.061
R7A2020_14695	0.046	0.055
R7A2020_14700	0.017	0.030
R7A2020_14705	0.039	0.052
R7A2020_14710	0.050	0.042
R7A2020_14715	0.030	0.013
R7A2020_14715	0.030	0.013
R7A2020_14715	0.030	0.013
R7A2020_14720	0.062	0.035
R7A2020_14725	0.062	0.049
R7A2020_14730	0.070	0.065
R7A2020_14735	0.051	0.058
R7A2020_14740	0.047	0.056
R7A2020_14745	0.027	0.035
R7A2020_14750	0.057	0.060
R7A2020_14755	0.064	0.057
R7A2020_14760	0.062	0.044
R7A2020_14765	0.066	0.065
R7A2020_14770	0.050	0.055
R7A2020_14775	0.041	0.041
R7A2020_14780	0.055	0.064
R7A2020_14785	0.056	0.051
R7A2020_14790	0.058	0.042
R7A2020_14795	0.048	0.056
R7A2020_14800	0.065	0.055
R7A2020_14805	0.045	0.045
R7A2020_14810	0.061	0.063
R7A2020_14815	0.050	0.062
R7A2020_14820	0.054	0.061
R7A2020_14825	0.043	0.048
R7A2020_14830	0.047	0.053
R7A2020_14835	0.052	0.046
R7A2020_14840	0.038	0.022
R7A2020_14845	0.059	0.066
R7A2020_14850	0.059	0.050
R7A2020_14855	0.046	0.050
R7A2020_14860	0.053	0.043
R7A2020_14865	0.055	0.052
R7A2020_14870	0.048	0.050
R7A2020_14875	0.040	0.044
R7A2020_14880	0.049	0.056
R7A2020_14885	0.058	0.067
R7A2020_14890	0.035	0.066
R7A2020_14895	0.032	0.041
R7A2020_14900	0.046	0.046
R7A2020_14905	0.046	0.027
R7A2020_14910	0.060	0.055
R7A2020_14915	0.049	0.037
R7A2020_14920	0.044	0.037
R7A2020_14925	0.043	0.051
R7A2020_14930	0.057	0.056
R7A2020_14935	0.021	0.045
R7A2020_14940	0.045	0.045
R7A2020_14945	0.060	0.045
R7A2020_14950	0.013	0.010
R7A2020_14955	0.048	0.045
R7A2020_14960	0.053	0.053
R7A2020_14965	0.035	0.027
R7A2020_14970	0.050	0.059
R7A2020_14975	0.035	0.035
R7A2020_14980	0.049	0.058
R7A2020_14985	0.022	0.028
R7A2020_14990	0.083	0.077
R7A2020_14995	0.073	0.059
R7A2020_15000	0.047	0.053
R7A2020_15005	0.039	0.050
R7A2020_15010	0.034	0.032
R7A2020_15015	0.053	0.050
R7A2020_15020	0.049	0.065
R7A2020_15025	0.053	0.053
R7A2020_15030	0.059	0.071
R7A2020_15035	0.065	0.058
R7A2020_15040	0.034	0.030
R7A2020_15045	0.027	0.027
R7A2020_15050	0.049	0.047
R7A2020_15055	0.059	0.065
R7A2020_15060	0.047	0.024
R7A2020_15065	0.044	0.032
R7A2020_15070	0.049	0.049
R7A2020_15075	0.041	0.053
R7A2020_15080	0.069	0.072
R7A2020_15085	0.015	0.027
R7A2020_15090	0.031	0.028
R7A2020_15095	0.018	0.027
R7A2020_15100	0.036	0.027
R7A2020_15105	0.053	0.053
R7A2020_15110	0.045	0.058
R7A2020_15115	0.052	0.053
R7A2020_15120	0.027	0.033
R7A2020_15125	0.056	0.031
R7A2020_15130	0.048	0.045
R7A2020_15135	0.035	0.043
R7A2020_15140	0.000	0.000
R7A2020_15145	0.043	0.039
R7A2020_15150	0.028	0.046
R7A2020_15155	0.025	0.029
R7A2020_15160	0.018	0.006
R7A2020_15165	0.001	0.000
R7A2020_15170	0.000	0.000
R7A2020_15175	0.000	0.000
R7A2020_15180	0.000	0.000
R7A2020_15185	0.000	0.000
R7A2020_15190	0.000	0.000
R7A2020_15195	0.000	0.000
R7A2020_15200	0.000	0.000
R7A2020_15205	0.000	0.000
R7A2020_15210	0.039	0.043
R7A2020_15215	0.000	0.001
R7A2020_15220	0.000	0.000
R7A2020_15225	0.000	0.000
R7A2020_15230	0.000	0.000
R7A2020_15235	0.001	0.000
R7A2020_15240	0.051	0.057
R7A2020_15245	0.000	0.000
R7A2020_15250	0.049	0.060
R7A2020_15255	0.074	0.039
R7A2020_15260	0.039	0.043
R7A2020_15265	0.043	0.040
R7A2020_15270	0.053	0.056
R7A2020_15275	0.050	0.050
R7A2020_15280	0.032	0.049
R7A2020_15285	0.047	0.061
R7A2020_15290	0.048	0.037
R7A2020_15295	0.019	0.019
R7A2020_15300	0.037	0.034
R7A2020_15305	0.042	0.021
R7A2020_15305	0.042	0.021
R7A2020_15310	0.031	0.055
R7A2020_15315	0.042	0.051
R7A2020_15320	0.054	0.068
R7A2020_15325	0.036	0.047
R7A2020_15330	0.041	0.046
R7A2020_15335	0.055	0.052
R7A2020_15340	0.051	0.050
R7A2020_15345	0.058	0.067
R7A2020_15350	0.007	0.026
R7A2020_15355	0.047	0.032
R7A2020_15360	0.060	0.056
R7A2020_15365	0.049	0.048
R7A2020_15370	0.033	0.036
R7A2020_15375	0.043	0.056
R7A2020_15380	0.040	0.074
R7A2020_15385	0.013	0.012
R7A2020_15390	0.037	0.036
R7A2020_15395	0.052	0.052
R7A2020_15400	0.065	0.066
R7A2020_15405	0.075	0.063
R7A2020_15410	0.043	0.021
R7A2020_15415	0.038	0.031
R7A2020_15420	0.047	0.058
R7A2020_15425	0.058	0.042
R7A2020_15430	0.027	0.025
R7A2020_15435	0.053	0.018
R7A2020_15440	0.061	0.064
R7A2020_15445	0.054	0.060
R7A2020_15450	0.035	0.042
R7A2020_15455	0.054	0.041
R7A2020_15460	0.046	0.042
R7A2020_15465	0.044	0.046
R7A2020_15470	0.036	0.044
R7A2020_15475	0.031	0.023
R7A2020_15480	0.008	0.029
R7A2020_15485	0.040	0.054
R7A2020_15490	0.063	0.057
R7A2020_15495	0.048	0.054
R7A2020_15500	0.011	0.024
R7A2020_15505	0.041	0.044
R7A2020_15510	0.056	0.066
R7A2020_15515	0.060	0.064
R7A2020_15520	0.010	0.007
R7A2020_15525	0.053	0.064
R7A2020_15530	0.000	0.000
R7A2020_15535	0.039	0.078
R7A2020_15540	0.052	0.058
R7A2020_15545	0.068	0.043
R7A2020_15550	0.070	0.062
R7A2020_15555	0.041	0.055
R7A2020_15560	0.090	0.021
R7A2020_15565	0.000	0.000
R7A2020_15570	0.047	0.055
R7A2020_15575	0.000	0.000
R7A2020_15580	0.049	0.047
R7A2020_15585	0.050	0.043
R7A2020_15590	0.086	0.043
R7A2020_15595	0.048	0.040
R7A2020_15600	0.029	0.041
R7A2020_15605	0.019	0.023
R7A2020_15610	0.015	0.010
R7A2020_15615	0.052	0.049
R7A2020_15620	0.058	0.056
R7A2020_15625	0.056	0.067
R7A2020_15630	0.080	0.080
R7A2020_15635	0.041	0.053
R7A2020_15640	0.043	0.051
R7A2020_15645	0.064	0.048
R7A2020_15650	0.075	0.064
R7A2020_15655	0.055	0.052
R7A2020_15660	0.065	0.068
R7A2020_15665	0.057	0.075
R7A2020_15670	0.065	0.067
R7A2020_15675	0.063	0.062
R7A2020_15680	0.064	0.064
R7A2020_15685	0.070	0.068
R7A2020_15690	0.048	0.055
R7A2020_15695	0.045	0.042
R7A2020_15700	0.063	0.054
R7A2020_15705	0.059	0.045
R7A2020_15710	0.037	0.033
R7A2020_15715	0.054	0.057
R7A2020_15720	0.035	0.035
R7A2020_15725	0.049	0.044
R7A2020_15730	0.051	0.064
R7A2020_15735	0.054	0.046
R7A2020_15740	0.071	0.063
R7A2020_15745	0.053	0.061
R7A2020_15750	0.048	0.024
R7A2020_15755	0.048	0.059
R7A2020_15760	0.034	0.045
R7A2020_15765	0.033	0.038
R7A2020_15770	0.031	0.041
R7A2020_15775	0.059	0.071
R7A2020_15780	0.046	0.051
R7A2020_15785	0.068	0.063
R7A2020_15790	0.056	0.038
R7A2020_15795	0.066	0.071
R7A2020_15800	0.056	0.053
R7A2020_15805	0.036	0.062
R7A2020_15810	0.015	0.000
R7A2020_15815	0.042	0.054
R7A2020_15820	0.000	0.000
R7A2020_15825	0.002	0.000
R7A2020_15830	0.000	0.000
R7A2020_15835	0.046	0.047
R7A2020_15840	0.000	0.002
R7A2020_15845	0.039	0.045
R7A2020_15850	0.000	0.000
R7A2020_15855	0.000	0.000
R7A2020_15860	0.000	0.000
R7A2020_15865	0.000	0.000
R7A2020_15870	0.000	0.000
R7A2020_15875	0.002	0.004
R7A2020_15880	0.001	0.002
R7A2020_15885	0.000	0.000
R7A2020_15890	0.036	0.055
R7A2020_15895	0.055	0.064
R7A2020_15900	0.000	0.003
R7A2020_15905	0.000	0.000
R7A2020_15910	0.000	0.000
R7A2020_15915	0.000	0.000
R7A2020_15920	0.006	0.006
R7A2020_15925	0.000	0.000
R7A2020_15930	0.040	0.035
R7A2020_15935	0.000	0.000
R7A2020_15940	0.000	0.000
R7A2020_15945	0.000	0.002
R7A2020_15950	0.004	0.006
R7A2020_15955	0.000	0.000
R7A2020_15960	0.000	0.000
R7A2020_15965	0.000	0.000
R7A2020_15970	0.000	0.000
R7A2020_15975	0.000	0.000
R7A2020_15980	0.045	0.032
R7A2020_15985	0.048	0.048
R7A2020_15990	0.035	0.058
R7A2020_15995	0.082	0.070
R7A2020_16000	0.001	0.001
R7A2020_16005	0.000	0.000
R7A2020_16010	0.002	0.000
